NO2 (ug/m3),CO (ug/m3),O3 (ug/m3),NO (ug/m3),TEMP (C),HUM (%RH),PRES (hPa),Uptime (s),Date
30.7,797.6,8.2,38.5,25.3,49.4,851.2,623771,2022-05-26T20:00:13.025Z
30.7,795.3,7.2,38.5,25.3,48.1,851.1,623831,2022-05-26T20:01:13.021Z
30.7,796.7,7.2,38.5,25.3,49.8,851.1,623891,2022-05-26T20:02:13.023Z
31.3,806.5,8.2,39.4,25.3,50,851.1,623951,2022-05-26T20:03:13.018Z
25.2,819.5,9,41.5,25.3,51.1,851.1,624011,2022-05-26T20:04:13.033Z
30,804.8,16.4,38.6,25.3,50.9,851.1,624071,2022-05-26T20:05:13.036Z
30.7,802.7,11.4,38,25.3,49.9,851.1,624131,2022-05-26T20:06:13.049Z
30,811.1,9.6,38.1,25.3,49.1,851.1,624191,2022-05-26T20:07:13.050Z
29.2,829.1,9.2,36.9,25.3,47.9,851.1,624251,2022-05-26T20:08:13.046Z
28.6,845,9.2,39.6,25.2,49.5,851.1,624311,2022-05-26T20:09:13.058Z
28.6,854.6,9.4,39.9,25.2,48.3,851.1,624371,2022-05-26T20:10:13.060Z
27.9,866.8,9,38.5,25.2,47.7,851,624431,2022-05-26T20:11:13.064Z
22.3,879.8,12.2,42.4,25.2,52,851,624491,2022-05-26T20:12:13.076Z
23.8,888.7,21,42.3,25.2,52.4,851.1,624550,2022-05-26T20:13:13.088Z
25.2,884.4,21,41.9,25.2,51.9,851.1,624610,2022-05-26T20:14:13.093Z
30,883.4,17.8,40,25.2,48.9,851,624670,2022-05-26T20:15:13.102Z
30.7,881.7,12.2,39.6,25.2,49,851,624730,2022-05-26T20:16:13.117Z
25.2,886.8,13.2,41.6,25.1,51.9,851,624790,2022-05-26T20:17:13.129Z
31.3,894,19.2,40.1,25.1,48.7,851,624850,2022-05-26T20:18:13.134Z
32.1,900,12.6,40.1,25.1,49,851,624910,2022-05-26T20:19:13.147Z
26.5,904.4,13.4,41.9,25.1,51.7,851,624970,2022-05-26T20:20:13.159Z
27.3,892.8,21.2,40.5,25.1,51.9,851,625030,2022-05-26T20:21:13.172Z
32.6,866.3,19.8,37,25.2,49.5,851,625090,2022-05-26T20:22:13.175Z
26.5,845.1,14.6,37.6,25.2,51.5,851,625150,2022-05-26T20:23:13.183Z
26.5,830.2,22.6,36.5,25.2,51.6,851,625210,2022-05-26T20:24:13.185Z
30.7,807.5,22.2,31.8,25.3,47.8,851,625270,2022-05-26T20:25:13.190Z
29.2,793.3,15.6,33,25.3,48.1,851,625330,2022-05-26T20:26:13.200Z
28.6,774.3,17,32.1,25.2,50.3,851,625390,2022-05-26T20:27:13.203Z
30,758.6,19,31.1,25.2,50.7,851,625450,2022-05-26T20:28:13.208Z
27.9,750.7,14.6,29.4,25.2,47.8,850.9,625510,2022-05-26T20:29:13.219Z
23.1,739.5,18.2,32,25.1,51.3,850.9,625570,2022-05-26T20:30:13.221Z
25.2,730,27.7,30.9,25.1,52.2,851,625630,2022-05-26T20:31:13.233Z
28.6,740.6,30.7,33.3,25.1,55.9,850.9,625690,2022-05-26T20:32:13.246Z
31.3,750.7,30.1,33,25.2,55.9,850.9,625750,2022-05-26T20:33:13.249Z
33.4,747.2,30.9,32,25.1,57.1,850.9,625810,2022-05-26T20:34:13.253Z
33.4,750.9,29.3,29.7,25.1,51.5,850.9,625870,2022-05-26T20:35:13.268Z
36.5,744.2,32.5,30.3,25,56.8,850.9,625930,2022-05-26T20:36:13.281Z
34.9,741.6,29.3,30.5,25,55,850.9,625990,2022-05-26T20:37:13.287Z
36.5,737.7,33.3,30.1,24.9,55.7,850.9,626050,2022-05-26T20:38:13.298Z
34.4,732.1,29.3,27.9,24.8,54.5,850.9,626110,2022-05-26T20:39:13.312Z
36.5,725.3,31.3,31.6,24.8,58.3,850.9,626170,2022-05-26T20:40:13.319Z
36.5,720,34.7,29.5,24.8,55.7,850.9,626230,2022-05-26T20:41:13.329Z
38.4,713.8,38.1,28.8,24.8,57.3,850.9,626290,2022-05-26T20:42:13.346Z
39.9,712.5,37.9,28.2,24.8,57.5,850.9,626349,2022-05-26T20:43:13.353Z
41.3,707.8,38.9,27.3,24.8,57.9,850.9,626409,2022-05-26T20:44:13.357Z
42.6,706.7,38.5,27,24.9,57.4,850.9,626469,2022-05-26T20:45:13.364Z
41.8,706.2,37.9,27.3,24.9,55.2,850.9,626529,2022-05-26T20:46:13.365Z
42.6,711.5,39.7,27.2,24.9,55.5,850.9,626589,2022-05-26T20:47:13.377Z
44.7,718,40.9,26.8,24.9,57,850.9,626649,2022-05-26T20:48:13.385Z
45.3,722.3,39.3,26.7,24.9,56.7,850.9,626709,2022-05-26T20:49:13.398Z
46.8,731.2,40.5,26.7,24.9,56.9,850.9,626769,2022-05-26T20:50:13.413Z
47.4,741,39.9,27,25,56.6,850.9,626829,2022-05-26T20:51:13.421Z
46.8,744.5,38.3,27.2,25,55,850.9,626889,2022-05-26T20:52:13.426Z
48.1,737.3,39.9,26.7,25,56.4,850.9,626949,2022-05-26T20:53:13.430Z
47.4,729.4,38.3,26.4,25,56,850.9,627009,2022-05-26T20:54:13.452Z
47.4,715.5,41.7,25.8,25,56.6,850.9,627069,2022-05-26T20:55:13.468Z
47.4,703.2,41.7,24.9,25,56.5,850.9,627129,2022-05-26T20:56:13.474Z
47.4,696.4,41.7,24.4,25,56.5,850.9,627189,2022-05-26T20:57:13.477Z
47.4,689.4,41.7,24.3,25,56.1,850.9,627249,2022-05-26T20:58:13.483Z
47.4,686.7,41.9,23.9,25.1,56.1,850.9,627309,2022-05-26T20:59:13.497Z
48.1,684,42.9,23.8,25.1,56.1,850.9,627369,2022-05-26T21:00:13.501Z
48.7,688.5,42.9,23.9,25.1,56.3,850.9,627429,2022-05-26T21:01:13.510Z
50.2,693.8,43.1,24.3,25.1,56.3,850.9,627489,2022-05-26T21:02:13.531Z
50.8,696.4,41.1,24.3,25.2,56.1,850.9,627549,2022-05-26T21:03:13.536Z
52.5,700.4,39.9,23.4,25.2,55.8,850.9,627609,2022-05-26T21:04:13.557Z
53.1,700.4,37.1,23.3,25.3,56.1,850.9,627669,2022-05-26T21:05:13.560Z
53.1,706,35.9,23.3,25.3,56.5,850.8,627729,2022-05-26T21:06:13.560Z
53.1,716.5,34.5,23.7,25.3,55.4,850.8,627789,2022-05-26T21:07:13.571Z
51.8,717,32.5,22.2,25.3,54.4,850.8,627849,2022-05-26T21:08:13.574Z
48.1,717.4,32.1,23.2,25.3,51.7,850.8,627909,2022-05-26T21:09:13.590Z
47.4,706.3,35.3,22.8,25.4,52.2,850.7,627969,2022-05-26T21:10:13.590Z
47.4,709.1,35.9,22.9,25.4,53.5,850.7,628029,2022-05-26T21:11:13.605Z
48.1,715.5,35.7,23.3,25.4,53.7,850.7,628089,2022-05-26T21:12:13.615Z
47.4,727.4,33.7,23.8,25.4,52.7,850.7,628149,2022-05-26T21:13:13.636Z
46,720.5,31.9,23.9,25.5,52.1,850.7,628208,2022-05-26T21:14:13.653Z
44.7,709.4,32.1,23.8,25.5,52.5,850.7,628268,2022-05-26T21:15:13.661Z
43.9,705,33.7,23.8,25.5,52.3,850.7,628328,2022-05-26T21:16:13.664Z
42.6,699.6,33.3,24.3,25.5,51.7,850.7,628388,2022-05-26T21:17:13.665Z
41.8,692.1,34.5,23.7,25.5,51.5,850.7,628448,2022-05-26T21:18:13.661Z
41.3,680.8,34.5,23.4,25.5,51.6,850.7,628508,2022-05-26T21:19:13.678Z
40.5,672.2,33.7,23.3,25.5,51.7,850.7,628568,2022-05-26T21:20:13.668Z
39.9,661.2,34.3,23.3,25.5,51.5,850.7,628628,2022-05-26T21:21:13.683Z
40.5,660.5,34.9,23.3,25.5,52.1,850.7,628688,2022-05-26T21:22:13.673Z
41.3,680.8,34.3,24.3,25.5,51.9,850.7,628748,2022-05-26T21:23:13.676Z
41.8,715.3,32.9,25.9,25.6,51.5,850.7,628808,2022-05-26T21:24:13.678Z
43.9,758.4,32.5,27.2,25.6,53.9,850.7,628868,2022-05-26T21:25:13.691Z
45.3,803.4,30.1,28.3,25.6,52.9,850.7,628928,2022-05-26T21:26:13.706Z
46,827.1,27.1,28.7,25.6,52.3,850.7,628988,2022-05-26T21:27:13.725Z
47.4,872.4,27.1,30.1,25.6,53,850.7,629048,2022-05-26T21:28:13.727Z
48.1,900,25.3,30.3,25.6,53.6,850.7,629108,2022-05-26T21:29:13.738Z
48.1,925.7,24,30.6,25.6,53.2,850.6,629168,2022-05-26T21:30:13.746Z
47.4,942.1,22.2,30.6,25.5,52.3,850.7,629228,2022-05-26T21:31:13.754Z
46,932.5,22.2,30.1,25.5,52.1,850.7,629288,2022-05-26T21:32:13.755Z
45.3,916,22.8,29.7,25.5,51.9,850.6,629348,2022-05-26T21:33:13.770Z
50.8,913.4,22.6,28.3,25.5,50.6,850.6,629408,2022-05-26T21:34:13.779Z
50.8,921.4,15.2,28.3,25.5,50.9,850.6,629468,2022-05-26T21:35:13.788Z
49.5,909.8,13.2,27.9,25.5,50.6,850.6,629528,2022-05-26T21:36:13.803Z
48.7,892.4,13.2,27.7,25.5,50.6,850.6,629588,2022-05-26T21:37:13.816Z
48.1,872.5,13.2,26.9,25.5,50.9,850.6,629648,2022-05-26T21:38:13.818Z
47.4,870.3,13,27.3,25.5,50.7,850.6,629708,2022-05-26T21:39:13.821Z
46,891.1,12.6,28.3,25.4,49.9,850.6,629768,2022-05-26T21:40:13.825Z
45.3,899.7,13.2,28.8,25.4,50.5,850.6,629828,2022-05-26T21:41:13.830Z
43.4,892.1,12.8,28.8,25.4,49.7,850.7,629888,2022-05-26T21:42:13.842Z
43.4,892.1,14.6,28.7,25.4,50.5,850.7,629947,2022-05-26T21:43:13.856Z
42.6,897.3,13.2,28.7,25.4,50.5,850.6,630007,2022-05-26T21:44:13.864Z
42.6,900,13.2,28.4,25.4,48.8,850.6,630067,2022-05-26T21:45:13.879Z
42.6,904.4,11.6,28.4,25.4,48.5,850.6,630127,2022-05-26T21:46:13.891Z
43.4,909.5,12,28.2,25.4,50,850.6,630187,2022-05-26T21:47:13.885Z
43.4,928,11.6,29.2,25.4,49.8,850.6,630247,2022-05-26T21:48:13.894Z
41.8,926.9,11,29.4,25.4,48.5,850.6,630307,2022-05-26T21:49:13.897Z
42.6,928.1,13,29.4,25.4,49.2,850.6,630367,2022-05-26T21:50:13.904Z
43.9,927.2,13.2,29.2,25.4,50.9,850.6,630427,2022-05-26T21:51:13.911Z
43.4,932.3,10.4,29.7,25.4,49.3,850.6,630487,2022-05-26T21:52:13.912Z
43.9,925.7,11.6,29.3,25.4,49.5,850.6,630547,2022-05-26T21:53:13.928Z
43.4,946.5,10.4,28.7,25.4,47.7,850.6,630607,2022-05-26T21:54:13.932Z
43.9,972.4,11.6,31.3,25.4,48.3,850.6,630667,2022-05-26T21:55:13.938Z
43.9,995.2,10.8,32.1,25.4,49.8,850.6,630727,2022-05-26T21:56:13.947Z
44.7,998.9,11.8,32,25.4,49.7,850.6,630787,2022-05-26T21:57:13.963Z
43.9,990.1,10.4,32.6,25.4,50.2,850.6,630847,2022-05-26T21:58:13.979Z
41.8,988.6,9.4,33.3,25.3,49.6,850.6,630907,2022-05-26T21:59:13.988Z
41.8,997.9,11.6,33.8,25.3,48.7,850.6,630967,2022-05-26T22:00:13.991Z
40.5,1005.8,10.2,34.8,25.3,48.4,850.6,631027,2022-05-26T22:01:13.979Z
41.3,1002.1,12.2,35.1,25.3,50.1,850.6,631087,2022-05-26T22:02:13.993Z
39.9,1004.3,9,34,25.3,47.5,850.6,631147,2022-05-26T22:03:14.022Z
40.5,1028.6,11,37.6,25.3,50.6,850.6,631207,2022-05-26T22:04:14.039Z
39.9,1043.9,9.8,38.4,25.3,49.6,850.6,631267,2022-05-26T22:05:14.048Z
39.1,1027.4,10.2,38,25.3,50.5,850.6,631327,2022-05-26T22:06:14.051Z
37.8,1022.2,9.8,36.1,25.3,47.6,850.6,631387,2022-05-26T22:07:14.053Z
38.4,1021.3,12.2,37.6,25.2,49.8,850.6,631447,2022-05-26T22:08:14.056Z
38.4,1022.7,11.6,38,25.2,50.9,850.6,631507,2022-05-26T22:09:14.073Z
38.4,1029.9,11.6,38.1,25.2,50.2,850.6,631567,2022-05-26T22:10:14.077Z
36.5,1041.8,8.4,36.6,25.2,47.1,850.7,631627,2022-05-26T22:11:14.084Z
37.8,1059.4,11.8,38.4,25.2,50.7,850.7,631687,2022-05-26T22:12:14.095Z
31.3,1076.3,11,40.9,25.1,51.9,850.7,631746,2022-05-26T22:13:14.097Z
38.4,1095.6,18.6,39.6,25.1,49.2,850.7,631806,2022-05-26T22:14:14.106Z
37,1102.8,9,40.1,25.1,50.1,850.6,631866,2022-05-26T22:15:14.103Z
31.3,1128,11.8,42.4,25.1,52.1,850.7,631926,2022-05-26T22:16:14.107Z
37.8,1160.8,18,41.1,25.1,50.2,850.7,631986,2022-05-26T22:17:14.113Z
36.5,1164.2,9.2,40.9,25.1,50.2,850.7,632046,2022-05-26T22:18:14.123Z
28.6,1161.7,11.4,42.9,25.1,52,850.7,632106,2022-05-26T22:19:14.138Z
35.7,1159.9,21,39.9,25,50.7,850.8,632166,2022-05-26T22:20:14.154Z
28.6,1166.4,12.8,41.5,25,52.2,850.8,632226,2022-05-26T22:21:14.166Z
35.7,1162.3,21.4,38.9,25,50.9,850.8,632286,2022-05-26T22:22:14.170Z
28.6,1140.7,12.8,39.8,25,51.7,850.8,632346,2022-05-26T22:23:14.184Z
34.4,1123.7,20,37.4,25,49.5,850.9,632406,2022-05-26T22:24:14.192Z
27.3,1107.9,13.4,39.4,24.9,52.1,850.9,632466,2022-05-26T22:25:14.206Z
33,1112,20.4,38.3,24.9,49.2,850.8,632526,2022-05-26T22:26:14.219Z
31.5,1108.3,11.4,38.4,24.8,48.9,850.8,632586,2022-05-26T22:27:14.223Z
30.9,1111.4,12.8,38.8,24.7,49,850.8,632646,2022-05-26T22:28:14.234Z
30.2,1130.4,12,39.5,24.6,49,850.8,632706,2022-05-26T22:29:14.247Z
23.8,1147.1,14,41.4,24.6,51.2,850.8,632766,2022-05-26T22:30:14.265Z
23.8,1177.7,22.8,42.1,24.6,51,850.8,632826,2022-05-26T22:31:14.261Z
25.8,1182,24,41.5,24.6,53.4,850.8,632886,2022-05-26T22:32:14.265Z
25.8,1199.8,21.4,41.9,24.6,53.4,850.8,632946,2022-05-26T22:33:14.273Z
27.3,1218.2,21.8,41.5,24.6,52.1,850.8,633006,2022-05-26T22:34:14.268Z
27.3,1230.3,20,41.4,24.6,52.9,850.9,633066,2022-05-26T22:35:14.272Z
27.9,1238.9,20,42.1,24.6,51.6,850.9,633126,2022-05-26T22:36:14.287Z
27.9,1240.6,18.8,41.8,24.6,52.7,850.9,633186,2022-05-26T22:37:14.301Z
27.9,1263.3,18.2,42.1,24.6,52.2,850.9,633246,2022-05-26T22:38:14.308Z
29.2,1288.6,18.2,42.9,24.6,51.8,850.9,633306,2022-05-26T22:39:14.302Z
30.2,1317.9,17,43.4,24.6,52.7,850.9,633366,2022-05-26T22:40:14.316Z
31.5,1334.1,16.8,43.6,24.6,53.5,851,633426,2022-05-26T22:41:14.323Z
32.3,1328.9,15.6,42.9,24.6,53.7,851,633485,2022-05-26T22:42:14.334Z
33,1326.5,15.6,42.9,24.6,53.8,851,633545,2022-05-26T22:43:14.349Z
33.6,1323.9,15.2,42.3,24.6,54.1,851,633605,2022-05-26T22:44:14.356Z
34.4,1323.1,15.4,41.6,24.6,53.6,851,633665,2022-05-26T22:45:14.356Z
34.9,1307.4,14.4,40.6,24.6,53.5,851,633725,2022-05-26T22:46:14.369Z
34.9,1303.1,14.6,40.8,24.6,53.9,851,633785,2022-05-26T22:47:14.380Z
36.5,1313.3,15.2,40.6,24.6,54.1,851,633845,2022-05-26T22:48:14.381Z
36.5,1301.3,13.8,39.8,24.6,53.8,851,633905,2022-05-26T22:49:14.382Z
37,1296.1,14.2,39.1,24.6,54.5,851.1,633965,2022-05-26T22:50:14.389Z
38.4,1294.8,14.4,38.8,24.6,54.7,851.1,634025,2022-05-26T22:51:14.394Z
39.1,1299.2,13.4,40.4,24.6,55.3,851.1,634085,2022-05-26T22:52:14.410Z
39.1,1319.4,13,39.5,24.6,54.9,851,634145,2022-05-26T22:53:14.413Z
39.1,1319.5,13,39.4,24.6,54.9,851.1,634205,2022-05-26T22:54:14.427Z
38.4,1312.6,13,41.8,24.6,55,851.1,634265,2022-05-26T22:55:14.443Z
39.1,1293.4,15,41.1,24.6,55.8,851.1,634325,2022-05-26T22:56:14.458Z
39.9,1302.3,14.4,41.4,24.5,55.3,851.1,634385,2022-05-26T22:57:14.475Z
40.5,1320.6,13.8,42.1,24.5,56.4,851.1,634445,2022-05-26T22:58:14.482Z
41.8,1350.6,13.8,43.2,24.5,56.3,851.1,634505,2022-05-26T22:59:14.497Z
43.4,1374.5,12.4,44.2,24.5,56.8,851.1,634565,2022-05-26T23:00:14.501Z
43.9,1437.1,11.2,47.1,24.5,56.2,851.1,634625,2022-05-26T23:01:14.503Z
45.3,1507.4,11.2,49.1,24.5,56.4,851.2,634685,2022-05-26T23:02:14.520Z
46.2,1542,9.8,50.1,24.5,57.3,851.2,634745,2022-05-26T23:03:14.532Z
47.6,1563.5,10,50.4,24.5,57.9,851.2,634805,2022-05-26T23:04:14.550Z
48.3,1580.2,4,52.7,24.5,58,851.2,634865,2022-05-26T23:05:14.563Z
49.1,1604.6,7.8,51.6,24.5,57.4,851.3,634925,2022-05-26T23:06:14.569Z
49.7,1620.4,6.6,51.9,24.5,57.4,851.3,634985,2022-05-26T23:07:14.571Z
49.7,1614,6.4,51.4,24.5,57.3,851.3,635045,2022-05-26T23:08:14.575Z
49.7,1586.4,2.4,52,24.5,58.2,851.3,635105,2022-05-26T23:09:14.585Z
49.7,1572.6,2.6,51.5,24.5,58.4,851.3,635165,2022-05-26T23:10:14.598Z
49.7,1561.9,7.4,49.1,24.5,57.3,851.3,635225,2022-05-26T23:11:14.598Z
49.1,1553.6,3,51,24.5,58.5,851.4,635285,2022-05-26T23:12:14.607Z
49.7,1544.2,4.8,50.4,24.5,59.7,851.4,635344,2022-05-26T23:13:14.623Z
49.7,1536.6,3.6,50,24.4,59.2,851.4,635404,2022-05-26T23:14:14.617Z
50.4,1521.3,4,49,24.4,59.6,851.4,635464,2022-05-26T23:15:14.632Z
50.4,1509.7,3,48.5,24.4,59.7,851.4,635524,2022-05-26T23:16:14.637Z
50.4,1509.8,3,48.4,24.5,60.3,851.4,635584,2022-05-26T23:17:14.638Z
50.4,1516.6,3,48.5,24.5,60,851.4,635644,2022-05-26T23:18:14.655Z
49.7,1530.3,3,49,24.5,59.4,851.4,635704,2022-05-26T23:19:14.655Z
49.7,1553.3,5,49.5,24.5,60.4,851.5,635764,2022-05-26T23:20:14.662Z
49.7,1574.9,5,50.4,24.5,59.9,851.5,635824,2022-05-26T23:21:14.676Z
50.4,1606.9,5.4,51,24.5,60.6,851.5,635884,2022-05-26T23:22:14.696Z
49.7,1649.2,4.6,52.4,24.5,60.6,851.5,635944,2022-05-26T23:23:14.690Z
50.4,1687.1,6.4,53.1,24.5,59.6,851.6,636004,2022-05-26T23:24:14.701Z
51,1719.1,5.4,53.1,24.5,60.8,851.6,636064,2022-05-26T23:25:14.718Z
51,1747.3,4.8,54.4,24.5,61.1,851.6,636124,2022-05-26T23:26:14.730Z
51.8,1775.1,5.8,55,24.5,60.5,851.6,636184,2022-05-26T23:27:14.745Z
51.8,1799.2,4.2,56.5,24.5,61.5,851.7,636244,2022-05-26T23:28:14.758Z
52.5,1805.2,5.8,56.7,24.5,60.3,851.7,636304,2022-05-26T23:29:14.775Z
52.5,1803,4.8,56.3,24.4,61.7,851.7,636364,2022-05-26T23:30:14.778Z
51.8,1780.8,4.2,58.3,24.4,62,851.7,636424,2022-05-26T23:31:14.779Z
51.8,1769.1,4.8,56.3,24.4,61.4,851.7,636484,2022-05-26T23:32:14.790Z
51.8,1771.9,4.8,57.1,24.4,61.3,851.7,636544,2022-05-26T23:33:14.806Z
52.5,1803.7,5.8,58,24.4,61,851.7,636604,2022-05-26T23:34:14.820Z
52.5,1792.6,4.8,59.2,24.4,62.1,851.7,636664,2022-05-26T23:35:14.836Z
52.5,1779.3,4.8,59.1,24.4,62.1,851.7,636724,2022-05-26T23:36:14.838Z
53.1,1757.4,4.8,58.2,24.4,62.1,851.7,636784,2022-05-26T23:37:14.848Z
52.5,1749.2,3.6,58.2,24.4,62.4,851.7,636844,2022-05-26T23:38:14.867Z
52.5,1754.8,4.2,58.6,24.4,62,851.7,636904,2022-05-26T23:39:14.883Z
52.5,1765.9,4.2,57.3,24.4,61.8,851.7,636964,2022-05-26T23:40:14.884Z
52.5,1782.2,4.2,60.2,24.4,62.1,851.7,637024,2022-05-26T23:41:14.899Z
53.1,1809.6,4.2,58.8,24.4,61.7,851.8,637084,2022-05-26T23:42:14.909Z
53.1,1817.1,3.6,61.1,24.4,62.4,851.8,637144,2022-05-26T23:43:14.903Z
53.1,1807,3,60.7,24.3,62.3,851.8,637203,2022-05-26T23:44:14.923Z
52.5,1801.1,2.6,60.7,24.3,62.4,851.8,637263,2022-05-26T23:45:14.931Z
53.1,1798.3,3.8,60.6,24.3,62.7,851.8,637323,2022-05-26T23:46:14.932Z
53.1,1788.9,2.2,60.2,24.3,62.4,851.8,637383,2022-05-26T23:47:14.943Z
52.5,1783.1,1.6,60.3,24.3,62,851.8,637443,2022-05-26T23:48:14.953Z
51.8,1784.2,2,60.6,24.3,62.2,851.9,637503,2022-05-26T23:49:14.962Z
51,1790.6,2.8,61,24.3,62.2,851.9,637563,2022-05-26T23:50:14.965Z
51,1794.9,3.4,61.7,24.3,62,851.9,637623,2022-05-26T23:51:14.977Z
51,1802.7,3.4,62.5,24.3,62.2,851.9,637683,2022-05-26T23:52:14.977Z
50.4,1820.3,3.4,63.5,24.3,62.4,851.9,637743,2022-05-26T23:53:14.987Z
49.7,1832.4,3.6,64.1,24.3,62,851.9,637803,2022-05-26T23:54:14.990Z
50.4,1844.3,4.6,65,24.3,62.2,851.9,637863,2022-05-26T23:55:15.006Z
49.7,1858.5,3.4,66.7,24.3,62.1,851.9,637923,2022-05-26T23:56:15.020Z
49.7,1875,3.8,67.6,24.3,62.1,851.9,637983,2022-05-26T23:57:15.026Z
49.7,1883.7,3.2,67.8,24.3,62.1,851.9,638043,2022-05-26T23:58:15.041Z
49.1,1889.9,3,68.4,24.3,62.1,851.9,638103,2022-05-26T23:59:15.053Z
49.1,1902.8,3.5,69.3,24.3,62,852,638163,2022-05-27T00:00:15.068Z
48.3,1921.7,2.9,69.1,24.3,61.2,852,638223,2022-05-27T00:01:15.076Z
48.3,1951.7,4.1,70.8,24.3,61.7,852,638283,2022-05-27T00:02:15.083Z
48.3,1982.3,3.9,72.7,24.3,61.7,852,638343,2022-05-27T00:03:15.084Z
48.3,1977,2.7,72.2,24.2,61.2,852,638403,2022-05-27T00:04:15.099Z
48.3,1974,2.5,71.7,24.1,61.8,852,638463,2022-05-27T00:05:15.103Z
48.3,1951.7,1.9,72.2,24.1,62.1,852,638523,2022-05-27T00:06:15.107Z
47.6,1917.2,2.1,71.2,24.1,62.4,852,638583,2022-05-27T00:07:15.112Z
47.6,1879.2,3.1,69.6,24.1,62.6,852.1,638643,2022-05-27T00:08:15.126Z
47.6,1859.8,2.7,68.7,24,62.8,852,638703,2022-05-27T00:09:15.131Z
47.6,1831,2.7,67.3,24,62.9,852.1,638763,2022-05-27T00:10:15.142Z
40.5,1817.5,2.7,66.5,24,63.1,852.1,638823,2022-05-27T00:11:15.158Z
39.9,1800.4,11.3,66.2,24,63.1,852.1,638883,2022-05-27T00:12:15.167Z
39.9,1781.1,12.5,65.3,24,63.1,852.1,638943,2022-05-27T00:13:15.169Z
39.9,1767.9,12.5,64.8,23.9,63.4,852.2,639002,2022-05-27T00:14:15.182Z
39.9,1771.3,12.9,64.8,23.8,63.8,852.2,639062,2022-05-27T00:15:15.184Z
39.1,1784,12.9,65.3,23.8,64.1,852.2,639122,2022-05-27T00:16:15.196Z
39.9,1753.2,14.3,63.1,23.8,64.6,852.2,639182,2022-05-27T00:17:15.200Z
39.9,1716.1,13.9,63.1,23.7,65.2,852.2,639242,2022-05-27T00:18:15.211Z
38.8,1691.5,13.5,62.6,23.6,65.7,852.2,639302,2022-05-27T00:19:15.226Z
38.8,1683,14.9,61.8,23.6,65.4,852.3,639362,2022-05-27T00:20:15.228Z
39.3,1693.6,15.3,62,23.5,66,852.3,639422,2022-05-27T00:21:15.239Z
39.3,1717.7,15.1,62.3,23.5,66.2,852.3,639482,2022-05-27T00:22:15.263Z
38.8,1725.7,15.1,63.3,23.5,66.4,852.4,639542,2022-05-27T00:23:15.267Z
38.8,1740.6,15.3,63.7,23.5,66.2,852.4,639602,2022-05-27T00:24:15.278Z
38.8,1747.3,15.9,63.5,23.5,65.6,852.4,639662,2022-05-27T00:25:15.300Z
38.8,1731.5,15.3,62.7,23.5,66.2,852.5,639722,2022-05-27T00:26:15.313Z
38.8,1709.1,16.3,62.2,23.5,65.4,852.5,639782,2022-05-27T00:27:15.314Z
38.8,1681.1,15.9,61.2,23.5,66.7,852.5,639842,2022-05-27T00:28:15.336Z
39.3,1663.5,16.3,61,23.5,66.6,852.5,639902,2022-05-27T00:29:15.343Z
39.3,1657,15.5,60.8,23.4,66.1,852.6,639962,2022-05-27T00:30:15.355Z
39.3,1644.8,15.1,60.7,23.4,66.5,852.6,640022,2022-05-27T00:31:15.364Z
38,1634.8,14.1,61.2,23.4,66.2,852.6,640082,2022-05-27T00:32:15.377Z
38.8,1621.6,17.2,60.7,23.4,65.1,852.7,640142,2022-05-27T00:33:15.382Z
39.3,1610.1,16.7,60.2,23.4,66.8,852.7,640202,2022-05-27T00:34:15.396Z
38.8,1606.5,14.7,60.3,23.4,67.6,852.7,640262,2022-05-27T00:35:15.409Z
38,1606.9,13.9,60.5,23.3,65.7,852.8,640322,2022-05-27T00:36:15.423Z
37.2,1607.8,15.3,59.1,23.4,64.9,852.8,640382,2022-05-27T00:37:15.421Z
37.2,1599.5,15.5,61,23.4,66.2,852.8,640442,2022-05-27T00:38:15.443Z
38,1572.2,15.9,59.7,23.4,66.2,852.8,640502,2022-05-27T00:39:15.442Z
38.8,1551.5,15.9,58.8,23.4,66.7,852.9,640562,2022-05-27T00:40:15.451Z
38.8,1547.6,14.3,59.1,23.3,67.7,852.9,640622,2022-05-27T00:41:15.463Z
38,1551.7,14.1,59.2,23.3,65.9,852.9,640682,2022-05-27T00:42:15.468Z
39.3,1559.4,15.3,59.1,23.3,66.6,852.9,640742,2022-05-27T00:43:15.477Z
40.1,1553.7,14.1,59.2,23.3,67.9,852.9,640802,2022-05-27T00:44:15.480Z
40.1,1540.9,13.7,60.2,23.3,68.2,852.9,640861,2022-05-27T00:45:15.484Z
40.1,1524,13.7,57.7,23.2,66.7,852.9,640921,2022-05-27T00:46:15.496Z
40.7,1513.5,14.1,57.2,23.2,67.8,853,640981,2022-05-27T00:47:15.495Z
41.4,1490.8,14.9,57.7,23.2,68.2,853,641041,2022-05-27T00:48:15.504Z
41.4,1470.6,13.9,56.8,23.2,68.5,853,641101,2022-05-27T00:49:15.513Z
39.3,1458.3,11.7,55.7,23.2,65.4,853,641161,2022-05-27T00:50:15.508Z
39.3,1454.2,14.1,55.3,23.2,67.7,853,641221,2022-05-27T00:51:15.518Z
38.8,1446.1,12.9,55.3,23.2,65.7,853,641281,2022-05-27T00:52:15.514Z
38,1446.7,13.1,55.5,23.3,66.2,853,641341,2022-05-27T00:53:15.516Z
38,1456.3,14.1,55.5,23.3,65.4,853,641401,2022-05-27T00:54:15.528Z
