NO2 (ug/m3),CO (ug/m3),O3 (ug/m3),NO (ug/m3),TEMP (C),HUM (%RH),PRES (hPa),Uptime (s),Date
1971.8,-4883.8,-0.6,-2.7,20.1,80.9,851.4,249,2022-07-12T00:12:36.402Z
1440.1,-5795.5,-0.6,-1.9,20.1,80.7,851.3,309,2022-07-12T00:13:36.400Z
1009.8,-6618.1,-0.4,-3,20.1,80.9,851.3,369,2022-07-12T00:14:36.406Z
659.3,-7356.5,-4.6,-2.9,20.1,81.2,851.3,429,2022-07-12T00:15:36.422Z
372.6,-8011,207.3,-1,20.1,82.1,851.3,489,2022-07-12T00:16:36.427Z
138.9,-8604.7,560.9,-3.2,20.1,81,851.3,549,2022-07-12T00:17:36.435Z
-4.2,-9137.1,800.4,-3.2,20.1,80.5,851.3,608,2022-07-12T00:18:36.446Z
-2.5,-9614.5,909.9,73,20.1,81,851.3,668,2022-07-12T00:19:36.464Z
-3.1,-10042.2,848.5,289.7,20.1,80.1,851.3,728,2022-07-12T00:20:36.469Z
-0.8,-10425.5,791,463.6,20.1,80,851.3,788,2022-07-12T00:21:36.476Z
-0.4,-10768.7,736.5,599.6,20.1,80.6,851.3,848,2022-07-12T00:22:36.485Z
-4.2,-11073.9,685,704,20.1,79.7,851.3,908,2022-07-12T00:23:36.489Z
-3.8,-11362.2,638.1,784.2,20.1,80.1,851.3,968,2022-07-12T00:24:36.512Z
-1.3,-11608.3,593.6,842.4,20.1,80.2,851.4,1028,2022-07-12T00:25:36.517Z
-3.8,-11828.3,553.5,885.3,20.1,80.3,851.4,1088,2022-07-12T00:26:36.523Z
-0.6,-12036.4,515.8,914.7,20.1,80.6,851.4,1148,2022-07-12T00:27:36.536Z
-3.3,-12211.7,479.9,929.9,20.1,81,851.4,1208,2022-07-12T00:28:36.553Z
NaN,2022-07-12T00:29:36.653Z
-12380.1,446.2,932,20.1,81.2,851.4,1268,NaN,2022-07-12T00:29:36.754Z
-1.9,-12531.6,414.4,924.1,20.1,80.8,851.4,1328,2022-07-12T00:30:36.558Z
-2.7,-12655.6,384,908.5,20,81.1,851.4,1388,2022-07-12T00:31:36.574Z
-3.3,-12778.3,356,887.5,20,80.8,851.5,1448,2022-07-12T00:32:36.579Z
-3.3,-12888.7,330.6,862.1,20,81.2,851.5,1508,2022-07-12T00:33:36.601Z
-1.5,-12975.3,304.8,832.1,20,81.5,851.5,1568,2022-07-12T00:34:36.608Z
-3.4,-13064.7,281.6,799.1,20,81.1,851.5,1628,2022-07-12T00:35:36.611Z
-5,-13145.1,248.9,763.3,20,80.5,851.5,1688,2022-07-12T00:36:36.620Z
-0.4,-12166.4,212.3,727,20,80.5,851.5,1748,2022-07-12T00:37:36.628Z
-0.2,-10298.1,183.6,689.5,20,80.7,851.5,1808,2022-07-12T00:38:36.634Z
-0.6,-8729.7,159,652.2,20,80.4,851.5,1868,2022-07-12T00:39:36.642Z
-0.2,-7351.3,140.4,616.4,19.9,80,851.5,1928,2022-07-12T00:40:36.644Z
-3.1,-6089.5,127.3,582.6,19.9,80.5,851.5,1988,2022-07-12T00:41:36.655Z
-1,-4982.7,116.4,549.1,20,80.9,851.5,2048,2022-07-12T00:42:36.661Z
-5.5,-4013.4,107,516.3,20,81.5,851.6,2108,2022-07-12T00:43:36.666Z
-4.2,-3155.9,100.4,484.5,20,81.1,851.6,2168,2022-07-12T00:44:36.672Z
-2.1,-2402.5,95.7,452.7,20,81.8,851.6,2228,2022-07-12T00:45:36.682Z
-1.9,-1776.8,92.3,420.8,20,80.6,851.6,2288,2022-07-12T00:46:36.702Z
-0.2,-1196.4,90.6,391.7,20,80.1,851.6,2348,2022-07-12T00:47:36.708Z
-3.8,-675.7,89.9,364.2,20,81,851.7,2407,2022-07-12T00:48:36.715Z
-2.7,-202,85.3,338.5,20,81.4,851.7,2467,2022-07-12T00:49:36.723Z
-2.1,227.5,78,314.5,20,81.3,851.7,2527,2022-07-12T00:50:36.729Z
-1.3,628.8,70.8,291.9,20,80.9,851.7,2587,2022-07-12T00:51:36.735Z
-1,977.2,64.6,270.2,20,81,851.7,2647,2022-07-12T00:52:36.740Z
-1,1261.5,58.6,248.7,20,80.9,851.8,2707,2022-07-12T00:53:36.746Z
-0.8,1507.1,52.8,228.4,20,80.7,851.8,2767,2022-07-12T00:54:36.749Z
-0.4,1718.8,47.9,209.3,20,81.3,851.8,2827,2022-07-12T00:55:36.761Z
-0.2,1929.3,43.7,192.2,20,80.8,851.8,2887,2022-07-12T00:56:36.767Z
-4.6,2128.1,41.1,176.6,20,81.3,851.8,2947,2022-07-12T00:57:36.773Z
-5,2292.6,37.9,163.1,20,82.1,851.8,3007,2022-07-12T00:58:36.780Z
-3.6,2430.7,34.5,148.3,19.9,82.2,851.8,3067,2022-07-12T00:59:36.786Z
-0.2,2542.4,32,132.3,19.9,81.9,851.8,3127,2022-07-12T01:00:36.809Z
-4.8,2637.2,29.2,120.8,19.9,82,851.8,3187,2022-07-12T01:01:36.815Z
-5.5,2703.1,26.7,106.2,19.9,81.7,851.8,3247,2022-07-12T01:02:36.822Z
-4.6,2761.4,23.6,96.3,19.9,82.1,851.8,3307,2022-07-12T01:03:36.834Z
-5,2817.2,21.1,85.4,19.9,82.7,851.9,3367,2022-07-12T01:04:36.851Z
-1.9,2871.2,18.8,75.9,19.9,82,851.9,3427,2022-07-12T01:05:36.857Z
-0.2,2931.6,16.7,67.6,19.9,82.3,851.9,3487,2022-07-12T01:06:36.863Z
-1,2987.6,14.9,60.1,19.9,82.7,851.9,3547,2022-07-12T01:07:36.872Z
-3.3,3039.1,13,52.5,19.9,82.1,851.9,3607,2022-07-12T01:08:36.892Z
-1.5,3099.1,13.1,44.7,19.9,81.5,851.9,3667,2022-07-12T01:09:36.899Z
-0.8,3187.2,13.5,41.6,19.9,82,851.9,3727,2022-07-12T01:10:36.905Z
-1.7,3272.6,13.3,37.4,19.9,82.6,851.9,3787,2022-07-12T01:11:36.912Z
-4.6,3313.4,11.8,31.6,19.9,82.2,852,3847,2022-07-12T01:12:36.919Z
-2.1,3345.7,10.7,24.8,19.9,81.9,852,3907,2022-07-12T01:13:36.925Z
-0.6,3379.7,10.9,22.3,19.9,82.5,852,3967,2022-07-12T01:14:36.931Z
0,3402.9,9.7,17.7,19.9,82.5,852,4027,2022-07-12T01:15:36.938Z
-0.6,3387.7,9.3,12.3,19.9,82.2,852,4087,2022-07-12T01:16:36.951Z
-2.1,3399,9,8.4,19.9,82.2,852.1,4147,2022-07-12T01:17:36.968Z
-4.4,3423.9,9,5.6,19.9,82.5,852.1,4206,2022-07-12T01:18:36.974Z
-1.5,3440.4,8.3,2.2,19.9,82.3,852.1,4266,2022-07-12T01:19:36.979Z
-0.2,3417.5,7.9,-3.2,19.9,81.9,852.1,4326,2022-07-12T01:20:36.987Z
-5,3392.9,7.4,-1.5,19.8,82,852.1,4386,2022-07-12T01:21:36.993Z
-4.2,3372.9,7.3,-0.7,19.8,82.4,852.1,4446,2022-07-12T01:22:37.016Z
-4.4,3362.7,6.8,-3.1,19.8,82.7,852.1,4506,2022-07-12T01:23:37.021Z
-4.4,3365.5,7.1,-1.1,19.8,82.5,852.1,4566,2022-07-12T01:24:37.027Z
-0.2,3338.9,6.2,0,19.8,82.3,852.1,4626,2022-07-12T01:25:37.039Z
-3.1,3303.1,5.4,-2.9,19.8,82.5,852.1,4686,2022-07-12T01:26:37.057Z
-5.2,3270.1,4.5,-1,19.8,82.2,852.1,4746,2022-07-12T01:27:37.063Z
-1.7,3237.6,3.8,-3,19.8,82.5,852.2,4806,2022-07-12T01:28:37.070Z
-4.2,3215.4,3.4,-0.4,19.7,82.1,852.1,4866,2022-07-12T01:29:37.077Z
-1.9,3221.5,3,-0.4,19.7,82.8,852.2,4926,2022-07-12T01:30:37.084Z
0,3229.7,2.8,-3.6,19.7,82.6,852.2,4986,2022-07-12T01:31:37.106Z
-3.6,3216.7,2.6,-0.5,19.7,83,852.2,5046,2022-07-12T01:32:37.111Z
-0.8,3208.1,2.8,-0.9,19.7,83,852.2,5106,2022-07-12T01:33:37.118Z
-3.8,3201.5,2.6,-1.1,19.7,82.9,852.2,5166,2022-07-12T01:34:37.130Z
-1.9,3196.2,2.4,-1.1,19.7,83.3,852.2,5226,2022-07-12T01:35:37.147Z
-5.5,3195.8,2.8,-1.2,19.7,82.9,852.2,5286,2022-07-12T01:36:37.153Z
-4,3193.9,2.6,-1.1,19.7,83.5,852.2,5346,2022-07-12T01:37:37.160Z
-3.1,3193.5,2.4,-1,19.7,83.3,852.2,5406,2022-07-12T01:38:37.169Z
-1.7,3195.8,2.6,-0.9,19.7,82.7,852.2,5466,2022-07-12T01:39:37.189Z
-1,3199.4,2.4,-0.5,19.7,83,852.2,5526,2022-07-12T01:40:37.195Z
-0.4,3209.3,2.8,0,19.7,82.6,852.2,5586,2022-07-12T01:41:37.201Z
0.8,3216.1,2.6,-3.6,19.7,82.7,852.2,5646,2022-07-12T01:42:37.208Z
1.9,3216.3,2.2,-3.5,19.7,83.3,852.2,5706,2022-07-12T01:43:37.215Z
2.5,3210,0.6,-3.6,19.7,83.1,852.2,5766,2022-07-12T01:44:37.238Z
2.9,3208.6,-0.2,-3.5,19.7,82.7,852.3,5826,2022-07-12T01:45:37.243Z
4.6,3240.3,0.2,-2.1,19.7,82.9,852.3,5886,2022-07-12T01:46:37.251Z
5.7,3265.8,-1.4,-1.4,19.7,83.1,852.3,5946,2022-07-12T01:47:37.260Z
6,3273.1,-3,-1.1,19.7,82.8,852.3,6006,2022-07-12T01:48:37.279Z
6.8,3304,-1.6,-3.6,19.7,83.1,852.3,6066,2022-07-12T01:49:37.286Z
7,3340.8,-2.2,-2.2,19.7,83.4,852.3,6125,2022-07-12T01:50:37.291Z
7.6,3386.1,-1.6,-0.5,19.7,83.6,852.3,6185,2022-07-12T01:51:37.299Z
7.9,3438.6,-2,-2.6,19.7,84,852.3,6245,2022-07-12T01:52:37.305Z
8.6,3506.4,-1.6,-0.6,19.7,83.9,852.3,6305,2022-07-12T01:53:37.327Z
9.6,3593.8,-1.6,-1.1,19.7,83.9,852.3,6365,2022-07-12T01:54:37.333Z
9.8,3678.6,-2.4,-2.6,19.7,84.5,852.3,6425,2022-07-12T01:55:37.339Z
9.8,3727.2,-3.8,-1.9,19.7,83.9,852.3,6485,2022-07-12T01:56:37.351Z
10.5,3789.8,-3,-0.2,19.7,84.1,852.3,6545,2022-07-12T01:57:37.369Z
10.5,3843.7,-3.8,-2.6,19.7,84.1,852.3,6605,2022-07-12T01:58:37.376Z
10.7,3898.6,-2.8,-1.6,19.7,84,852.3,6665,2022-07-12T01:59:37.382Z
10.9,3944.5,-3.8,-1,19.7,84.3,852.3,6725,2022-07-12T02:00:37.391Z
10.9,3986.2,-4.6,-0.4,19.7,84.2,852.3,6785,2022-07-12T02:01:37.396Z
11.3,4019.2,-4.4,-0.1,19.7,84.4,852.3,6845,2022-07-12T02:02:37.418Z
11.7,4050.4,-4.6,0,19.6,84.5,852.3,6905,2022-07-12T02:03:37.423Z
11.9,4091.8,0.8,0.2,19.6,84.2,852.3,6965,2022-07-12T02:04:37.430Z
11.5,4139.1,0.2,0.1,19.6,84.1,852.3,7025,2022-07-12T02:05:37.443Z
11.9,4176.1,0.4,0.4,19.6,84.6,852.3,7085,2022-07-12T02:06:37.445Z
11.5,4205,0.2,0.2,19.6,84.1,852.3,7145,2022-07-12T02:07:37.450Z
11.9,4210.6,0,-0.7,19.6,84.2,852.3,7205,2022-07-12T02:08:37.456Z
11.7,4215.7,-1,-1.2,19.6,83.9,852.3,7265,2022-07-12T02:09:37.465Z
9.4,4089.2,-3.6,-3.4,19.6,83.6,852.3,7325,2022-07-12T02:10:37.485Z
9.2,3980.1,-2.2,-2,19.6,81.9,852.3,7385,2022-07-12T02:11:37.491Z
8.2,3856.5,-3.8,-1.1,19.6,82.7,852.3,7445,2022-07-12T02:12:37.498Z
7.3,3762.9,-3.6,-0.1,19.6,82.4,852.3,7505,2022-07-12T02:13:37.504Z
7.1,3697.1,-3,-1.4,19.6,82.6,852.3,7565,2022-07-12T02:14:37.517Z
7.7,3679.3,-2,-0.6,19.6,83.5,852.3,7625,2022-07-12T02:15:37.534Z
7.5,3680,-3.2,-3.4,19.6,84.5,852.3,7685,2022-07-12T02:16:37.540Z
0.6,3661.2,-2,-1.4,19.6,85,852.3,7745,2022-07-12T02:17:37.546Z
7.5,3626.8,-1.6,-3.6,19.6,83.8,852.4,7805,2022-07-12T02:18:37.557Z
6.5,3545.4,1.2,-1.7,19.6,83.6,852.4,7865,2022-07-12T02:19:37.575Z
6.3,3495.3,-3.6,-2.5,19.6,83.7,852.4,7925,2022-07-12T02:20:37.582Z
6.1,3447.5,-3.8,-2.7,19.6,84.4,852.4,7984,2022-07-12T02:21:37.587Z
5.9,3372,-4,-0.1,19.6,83.5,852.4,8044,2022-07-12T02:22:37.595Z
4.6,3283,1,-1.2,19.6,83.7,852.4,8104,2022-07-12T02:23:37.601Z
3.3,3194.4,1,-3.2,19.6,83.3,852.4,8164,2022-07-12T02:24:37.623Z
3.3,3116.2,-3.8,-0.5,19.6,82.7,852.4,8224,2022-07-12T02:25:37.630Z
2.5,3045.3,-4.4,-1.2,19.6,83.3,852.4,8284,2022-07-12T02:26:37.636Z
2.5,2980.2,-3.8,-1.5,19.6,83.1,852.4,8344,2022-07-12T02:27:37.647Z
1.7,2915.8,-4.4,-2,19.6,83.7,852.4,8404,2022-07-12T02:28:37.666Z
1.7,2863.9,-3.6,-1.5,19.6,83.3,852.4,8464,2022-07-12T02:29:37.672Z
1.7,2829.6,-3.6,-0.7,19.6,83.8,852.4,8524,2022-07-12T02:30:37.678Z
1.7,2793.9,-3.8,-0.5,19.5,84,852.4,8584,2022-07-12T02:31:37.687Z
1.7,2753.9,1.2,-0.5,19.5,83.4,852.5,8644,2022-07-12T02:32:37.692Z
1.1,2720.5,1.2,-0.2,19.5,83.5,852.5,8704,2022-07-12T02:33:37.714Z
1.1,2693.7,1.2,-3.4,19.5,83.7,852.5,8764,2022-07-12T02:34:37.719Z
0.4,2653.3,0.8,-3.4,19.5,83.2,852.5,8824,2022-07-12T02:35:37.726Z
0.4,2617.1,-4,-2.7,19.5,83.7,852.5,8884,2022-07-12T02:36:37.739Z
0.4,2588.4,-4.2,-2.4,19.5,83.9,852.5,8944,2022-07-12T02:37:37.756Z
1.1,2566.2,-3.8,-1.4,19.5,83.9,852.5,9004,2022-07-12T02:38:37.761Z
1.1,2548.2,-3.8,-0.6,19.5,84.1,852.5,9064,2022-07-12T02:39:37.769Z
1.7,2541.8,-3.4,-3.1,19.5,84.3,852.5,9124,2022-07-12T02:40:37.778Z
1.7,2520.5,-3.8,-2.4,19.5,84.4,852.5,9184,2022-07-12T02:41:37.797Z
1.7,2478.6,-4,-2.7,19.5,83.9,852.5,9244,2022-07-12T02:42:37.804Z
1.7,2423.7,-4.2,-3,19.5,83.7,852.5,9304,2022-07-12T02:43:37.810Z
1.7,2378,-3.8,-3.1,19.5,83.5,852.5,9364,2022-07-12T02:44:37.817Z
1.7,2345.2,-3.8,-2.7,19.5,83.7,852.5,9424,2022-07-12T02:45:37.824Z
1.7,2320.3,-3.4,-2.1,19.5,83.9,852.6,9484,2022-07-12T02:46:37.846Z
1.7,2298.9,-3,-1.6,19.5,83.7,852.6,9544,2022-07-12T02:47:37.851Z
1.7,2283.9,-2.8,-1,19.5,84,852.6,9604,2022-07-12T02:48:37.857Z
2.5,2272.6,-2.2,-0.2,19.5,83.9,852.6,9664,2022-07-12T02:49:37.869Z
2.5,2248.7,-2.8,-0.1,19.5,83.8,852.6,9724,2022-07-12T02:50:37.888Z
1.7,2213.2,-2.4,-0.1,19.5,83.4,852.6,9784,2022-07-12T02:51:37.893Z
2.5,2170.3,-0.6,-0.5,19.5,83,852.6,9843,2022-07-12T02:52:37.900Z
2.5,2111.4,-1.4,-1.7,19.5,82.8,852.6,9903,2022-07-12T02:53:37.910Z
3.3,2076.4,-0.2,-1.5,19.5,83.2,852.7,9963,2022-07-12T02:54:37.914Z
3.8,2083.5,-0.6,-0.1,19.5,83.9,852.7,10023,2022-07-12T02:55:37.936Z
3.8,2094.7,-1.2,-2.5,19.5,84,852.7,10083,2022-07-12T02:56:37.942Z
3.8,2109.9,-0.4,-1,19.5,83.8,852.7,10143,2022-07-12T02:57:37.948Z
4.6,2138.6,0.6,-3,19.5,83.6,852.7,10203,2022-07-12T02:58:37.960Z
5.4,2165.7,0,-1.5,19.5,83.8,852.8,10263,2022-07-12T02:59:37.961Z
5.9,2188.2,-0.2,0,19.5,83.9,852.8,10323,2022-07-12T03:00:37.968Z
6.7,2210.3,-1,-2.2,19.5,84.2,852.8,10383,2022-07-12T03:01:37.974Z
7.5,2251.4,-0.4,-0.5,19.5,84.1,852.8,10443,2022-07-12T03:02:37.983Z
8,2320.7,-0.6,-1.9,19.5,84.3,852.8,10503,2022-07-12T03:03:37.988Z
8.8,2391.2,-0.6,-2.9,19.5,84.7,852.8,10563,2022-07-12T03:04:38.010Z
9.6,2488.9,-1.2,0.2,19.5,84.7,852.8,10623,2022-07-12T03:05:38.015Z
9.6,2563.2,-1,2.6,19.4,84.8,852.8,10683,2022-07-12T03:06:38.022Z
10.4,2598.4,-0.8,4.2,19.4,84.9,852.8,10743,2022-07-12T03:07:38.035Z
3.3,2615.4,-1.4,6.7,19.4,85,852.8,10803,2022-07-12T03:08:38.052Z
10.5,2646.3,0.2,5.9,19.4,84.9,852.9,10863,2022-07-12T03:09:38.058Z
10.6,2667.5,-3.2,6.7,19.4,84.9,852.9,10923,2022-07-12T03:10:38.064Z
10.7,2677.7,-4.2,6.9,19.4,84.9,852.9,10983,2022-07-12T03:11:38.074Z
4,2704.7,-2.8,9.7,19.4,85.1,852.9,11043,2022-07-12T03:12:38.094Z
4,2723.5,-0.2,10.3,19.4,85.2,852.9,11103,2022-07-12T03:13:38.100Z
4.8,2727.6,-1.2,9.4,19.4,85.5,852.9,11163,2022-07-12T03:14:38.106Z
4.8,2702.2,-2.6,8.6,19.4,85.3,852.9,11223,2022-07-12T03:15:38.113Z
5.4,2709.6,-2.4,8.9,19.4,85.5,852.9,11283,2022-07-12T03:16:38.136Z
5.4,2744.4,-3.4,9.8,19.4,85.7,853,11343,2022-07-12T03:17:38.142Z
6,2800.3,-2.2,11.3,19.4,85.7,853,11403,2022-07-12T03:18:38.148Z
6,2872.5,-3,13.1,19.4,86,853,11463,2022-07-12T03:19:38.154Z
6.8,2918.6,-2.8,14.7,19.4,86.2,853,11523,2022-07-12T03:20:38.165Z
6.8,2959.8,-3,16.1,19.3,86.2,853,11583,2022-07-12T03:21:38.184Z
6.8,3004.2,-2.4,17.5,19.3,86.3,853,11643,2022-07-12T03:22:38.190Z
6.8,3049,-2.2,18.9,19.3,86.7,853,11702,2022-07-12T03:23:38.196Z
6.8,3080.9,-2.2,19.9,19.3,86.7,853,11762,2022-07-12T03:24:38.203Z
6.8,3083.2,-2.2,20.4,19.3,87.1,853,11822,2022-07-12T03:25:38.210Z
6.8,3085.1,-2.2,20.4,19.3,86.9,853,11882,2022-07-12T03:26:38.232Z
6.8,3082.1,-2.2,20.4,19.3,86.6,853.1,11942,2022-07-12T03:27:38.238Z
6.8,3079.5,-1.6,20.2,19.3,87.1,853.1,12002,2022-07-12T03:28:38.244Z
6.8,3070.2,-1.6,20,19.3,87.3,853.1,12062,2022-07-12T03:29:38.256Z
6.8,3056.5,-1.6,19.3,19.3,87.1,853.1,12122,2022-07-12T03:30:38.274Z
6.8,3039.8,-2.2,18.5,19.3,87.2,853.1,12182,2022-07-12T03:31:38.280Z
6.8,2998.2,-2.8,17.2,19.3,86.7,853.1,12242,2022-07-12T03:32:38.285Z
6.8,2974.9,-3.4,16.1,19.2,87.2,853.1,12302,2022-07-12T03:33:38.295Z
6.8,2918.4,-3.4,13.8,19.2,87.1,853.1,12362,2022-07-12T03:34:38.315Z
6.8,2867.9,-3.8,12.4,19.2,87.1,853.1,12422,2022-07-12T03:35:38.322Z
6.8,2827.3,-4.4,11.4,19.2,87.2,853.1,12482,2022-07-12T03:36:38.328Z
6.8,2728,1,11.2,87,NaN,NaN,2022-07-12T03:37:38.334Z
6.8,2752,1.2,8.6,19.2,87.5,853.1,12602,2022-07-12T03:38:38.347Z
6,2679.2,0.6,6.1,19.2,87.3,853.1,12662,2022-07-12T03:39:38.350Z
6,2612.6,1.2,4.1,19.2,87.6,853.1,12722,2022-07-12T03:40:38.354Z
6,2542,0.2,2.1,19.2,87.8,853.1,12782,2022-07-12T03:41:38.360Z
5.4,2481.6,0.2,1,19.1,87.8,853.1,12842,2022-07-12T03:42:38.370Z
5.4,2434.4,0.4,0.4,19.1,88.1,853.1,12902,2022-07-12T03:43:38.390Z
5.4,2398.2,0.4,0,19.1,88.1,853.2,12962,2022-07-12T03:44:38.396Z
5.4,2360.1,1,-0.1,19.1,88.3,853.2,13022,2022-07-12T03:45:38.402Z
5.4,2306.5,0,-1.2,19.2,88.1,853.2,13082,2022-07-12T03:46:38.409Z
6,2261.5,0,-2.2,19.2,88.2,853.2,13142,2022-07-12T03:47:38.416Z
6,2205.7,-1.4,-3.2,19.2,88.2,853.2,13202,2022-07-12T03:48:38.422Z
6,2154.2,-2.2,-0.7,19.2,88.4,853.2,13262,2022-07-12T03:49:38.429Z
6.8,2102,-2.2,-2.5,19.2,88.5,853.2,13322,2022-07-12T03:50:38.436Z
6.8,2057.2,-4.2,-3.2,19.2,88.6,853.2,13382,2022-07-12T03:51:38.445Z
6.8,2012.9,-3.8,-0.4,19.2,88.3,853.2,13442,2022-07-12T03:52:38.464Z
6,1973.7,-3.8,-0.1,19.2,88.2,853.2,13502,2022-07-12T03:53:38.471Z
6.8,1942.5,-3.2,-1,19.2,88.2,853.2,13561,2022-07-12T03:54:38.476Z
6.8,1910,1.2,-1.4,19.2,88.8,853.2,13621,2022-07-12T03:55:38.484Z
6.8,1880.4,1.2,-1.5,19.1,88.4,853.2,13681,2022-07-12T03:56:38.491Z
6.8,1847.3,-4.2,-1.5,19.1,88.5,853.2,13741,2022-07-12T03:57:38.513Z
6.8,1816,1.2,-1.5,19.1,88.8,853.2,13801,2022-07-12T03:58:38.518Z
6,1786.1,1.2,-1.1,19.1,88.8,853.2,13861,2022-07-12T03:59:38.525Z
6.8,1763.5,-3.2,-1.2,19.1,88.5,853.2,13921,2022-07-12T04:00:38.535Z
6.8,1737.5,-4.2,-1.2,19.1,88.5,853.2,13981,2022-07-12T04:01:38.553Z
6.8,1709.6,-4.2,-1.6,19.1,88.8,853.2,14041,2022-07-12T04:02:38.561Z
6.8,1678.4,0.8,-1.6,19.1,88.5,853.2,14101,2022-07-12T04:03:38.568Z
6.8,1655,0.8,-1.5,19.2,88.6,853.2,14161,2022-07-12T04:04:38.574Z
6.8,1633.9,-4.6,-1.4,19.2,88.7,853.2,14221,2022-07-12T04:05:38.581Z
6.8,1616.7,-4.2,-1,19.2,88.7,853.2,14281,2022-07-12T04:06:38.603Z
6.8,1608.6,-4.2,-0.4,19.2,88.6,853.2,14341,2022-07-12T04:07:38.609Z
6.8,1600.6,-4.2,-3.5,19.2,88.6,853.2,14401,2022-07-12T04:08:38.615Z
6.8,1593.3,-3,-2.7,19.2,88.5,853.2,14461,2022-07-12T04:09:38.627Z
6.8,1585.2,-3.6,-1.9,19.3,88.6,853.2,14521,2022-07-12T04:10:38.645Z
6.8,1576.7,-4,-1.2,19.3,88.4,853.2,14581,2022-07-12T04:11:38.650Z
6.8,1564.8,-4.6,-0.9,19.3,87.9,853.2,14641,2022-07-12T04:12:38.657Z
6.8,1551,-4.6,-0.6,19.3,87.8,853.2,14701,2022-07-12T04:13:38.667Z
6.8,1534.9,1,0,19.3,88.1,853.2,14761,2022-07-12T04:14:38.686Z
7.6,1525,0.8,-3.1,19.3,88.1,853.2,14821,2022-07-12T04:15:38.692Z
7.6,1519.8,1,-2,19.3,88.2,853.2,14881,2022-07-12T04:16:38.699Z
7.6,1510.8,1.2,-1.5,19.3,88.1,853.2,14941,2022-07-12T04:17:38.705Z
7.6,1499.3,-4.4,-1.2,19.3,88.3,853.2,15001,2022-07-12T04:18:38.718Z
7.6,1492.5,-3.8,-0.6,19.3,88.1,853.3,15061,2022-07-12T04:19:38.720Z
7.6,1491.4,-3.4,0.5,19.3,88.3,853.2,15121,2022-07-12T04:20:38.725Z
7.6,1495.4,-3,1.2,19.3,88.3,853.2,15181,2022-07-12T04:21:38.732Z
8.2,1503,-2.6,1.7,19.3,88.1,853.2,15241,2022-07-12T04:22:38.741Z
8.2,1514.1,-3.6,2.5,19.3,88,853.2,15301,2022-07-12T04:23:38.760Z
8.3,1518.4,-3.8,2.9,19.3,88.2,853.2,15361,2022-07-12T04:24:38.767Z
8.3,1519.6,-3.4,3.2,19.3,88.1,853.2,15420,2022-07-12T04:25:38.772Z
8.4,1517.6,-4,3.1,19.3,88.2,853.2,15480,2022-07-12T04:26:38.780Z
8.4,1516.1,-4.2,3.2,19.3,88.2,853.2,15540,2022-07-12T04:27:38.802Z
8.5,1508,-4,3,19.3,88.3,853.2,15600,2022-07-12T04:28:38.809Z
8.5,1496,-4,2.7,19.3,88.2,853.2,15660,2022-07-12T04:29:38.815Z
8.5,1483.2,-4.4,2.4,19.3,88.2,853.2,15720,2022-07-12T04:30:38.822Z
8.5,1468.4,-4.2,2,19.3,88.2,853.2,15780,2022-07-12T04:31:38.832Z
8.5,1453.3,-4.4,1.6,19.3,88.4,853.1,15840,2022-07-12T04:32:38.851Z
7.9,1438.3,-4.2,1.6,19.3,88.4,853.2,15800,2022-07-12T04:33:38.857Z
7.9,1425.1,-3,1.2,19.3,88.2,853.1,15960,2022-07-12T04:34:38.863Z
7.9,1412,-3.2,0.9,19.3,88.4,853.1,16020,2022-07-12T04:35:38.870Z
7.9,1393.9,-3,0.6,19.3,88.4,853.1,16080,2022-07-12T04:36:38.877Z
7.9,1380.9,-2.8,0.4,19.3,87.8,853.1,16140,2022-07-12T04:37:38.899Z
7.9,1363.1,-2.6,0,19.3,88.4,853.1,16200,2022-07-12T04:38:38.905Z
7.9,1352.7,-2.4,0,19.3,88,853.1,16260,2022-07-12T04:39:38.911Z
7.9,1341.7,-2.4,-0.1,19.3,88,853.1,16320,2022-07-12T04:40:38.923Z
8.5,1327.9,-2.2,-0.9,19.3,88.1,853.1,16380,2022-07-12T04:41:38.941Z
8.5,1316.2,-2,-0.9,19.3,87.9,853.1,16440,2022-07-12T04:42:38.947Z
8.5,1303.1,-2.6,-0.9,19.3,88.2,853.1,16500,2022-07-12T04:43:38.953Z
8.5,1290.4,-2.6,-1,19.3,88.8,853.1,16560,2022-07-12T04:44:38.963Z
8.5,1276.7,-2.6,-0.9,19.3,88.4,853.1,16620,2022-07-12T04:45:38.983Z
8.5,1257.8,-3.6,-1.1,19.3,87.6,853.1,16680,2022-07-12T04:46:38.989Z
8.5,1242.1,-3.6,-1.2,19.3,87.5,853.1,16740,2022-07-12T04:47:38.995Z
8.5,1224.8,-4,-1.2,19.3,88.1,853.1,16800,2022-07-12T04:48:39.001Z
8.5,1211.7,-4.4,-1.1,19.3,87.9,853.1,16860,2022-07-12T04:49:39.014Z
8.5,1198.5,-4.4,-0.9,19.3,88,853.1,16920,2022-07-12T04:50:39.032Z
8.5,1189.8,1,-0.4,19.2,87.9,853.1,16980,2022-07-12T04:51:39.037Z
8.5,1178,1,-0.1,19.2,88.1,853.1,17040,2022-07-12T04:52:39.043Z
8.5,1162.7,0.6,-0.1,19.2,88.1,853.1,17100,2022-07-12T04:53:39.054Z
8.5,1143.2,0,-0.7,19.2,87.6,853,17160,2022-07-12T04:54:39.072Z
