NO2 (ug/m3),CO (ug/m3),O3 (ug/m3),NO (ug/m3),TEMP (C),HUM (%RH),PRES (hPa),Uptime (s),Date
43.1,443.6,8.4,7.8,27.6,47.7,852.6,58418,2022-07-12T16:22:45.849Z
43.1,450.5,2.2,8.1,27.6,46.5,852.5,58478,2022-07-12T16:23:45.861Z
43.7,451.4,3.6,8.2,27.6,46.8,852.5,58537,2022-07-12T16:24:45.880Z
46.7,450.5,5.2,9.6,27.6,48.8,852.5,58597,2022-07-12T16:25:45.885Z
43.7,454.5,-1.6,8.2,27.7,46.7,852.5,58657,2022-07-12T16:26:45.892Z
42.3,457.1,3.8,7.2,27.6,43.3,852.5,58717,2022-07-12T16:27:45.901Z
40.2,454.9,4.6,7.9,27.3,44.9,852.5,58777,2022-07-12T16:28:45.921Z
40.2,453.9,1.6,9.4,27.1,46,852.5,58837,2022-07-12T16:29:45.927Z
37.4,453,3,8.1,27,44.5,852.5,58897,2022-07-12T16:30:45.933Z
35.2,454.2,1.8,10.3,26.8,46,852.4,58957,2022-07-12T16:31:45.939Z
39.5,458.3,8,11.2,26.7,49.3,852.5,59017,2022-07-12T16:32:45.952Z
37.4,463.4,1.2,9.2,26.8,46.1,852.4,59077,2022-07-12T16:33:45.954Z
36,462.2,1.6,8.8,26.7,46.2,852.4,59137,2022-07-12T16:34:45.959Z
36,469.6,3.6,11.3,26.6,48,852.4,59197,2022-07-12T16:35:45.966Z
36.6,481,4.6,9.3,26.6,47.5,852.4,59257,2022-07-12T16:36:45.975Z
38.1,488.5,3.8,11.2,26.6,49.6,852.4,59317,2022-07-12T16:37:45.994Z
40.2,497.1,3.8,10.6,26.7,48.4,852.4,59377,2022-07-12T16:38:46.001Z
36.6,498.4,-3.8,9.1,26.7,45.8,852.4,59437,2022-07-12T16:39:46.008Z
35.2,503.1,0.2,9.1,26.6,46.3,852.4,59497,2022-07-12T16:40:46.014Z
33.1,502.7,1.8,9.7,26.4,47.3,852.4,59557,2022-07-12T16:41:46.026Z
33.9,500.5,6,9.1,26.3,47.6,852.3,59617,2022-07-12T16:42:46.045Z
33.1,500.8,3,11.1,26.4,48,852.3,59677,2022-07-12T16:43:46.050Z
33.9,503.3,6.8,9.9,26.4,48.3,852.3,59737,2022-07-12T16:44:46.056Z
32.4,515.3,4.6,10.6,26.4,48.3,852.3,59797,2022-07-12T16:45:46.066Z
29.5,523.1,3,9.9,26.3,46.4,852.3,59857,2022-07-12T16:46:46.070Z
29.5,518.7,9.1,9.2,26.2,47.2,852.3,59917,2022-07-12T16:47:46.076Z
28.9,510.6,9.1,8.6,26.2,47.4,852.3,59977,2022-07-12T16:48:46.081Z
28.2,499.8,8,8.6,26.3,45.9,852.2,60037,2022-07-12T16:49:46.092Z
27.4,490.1,10.3,8.9,26.3,46.2,852.2,60097,2022-07-12T16:50:46.111Z
30.3,486.6,13.1,9.9,26.3,49.4,852.2,60157,2022-07-12T16:51:46.117Z
29.5,491.6,7.8,8.4,26.4,47.3,852.2,60217,2022-07-12T16:52:46.124Z
30.3,491.5,9.1,10.1,26.5,48.4,852.2,60277,2022-07-12T16:53:46.131Z
29.5,506.4,6.8,8.7,26.5,45.6,852.2,60336,2022-07-12T16:54:46.140Z
28.9,532.1,6.8,9.7,26.5,46.9,852.1,60396,2022-07-12T16:55:46.159Z
31,543.9,10.5,10.9,26.3,48.5,852.2,60456,2022-07-12T16:56:46.166Z
30.3,546.6,7.8,9.8,26.3,47.5,852.2,60516,2022-07-12T16:57:46.172Z
31,555.3,8.2,10.2,26.3,47.8,852.2,60576,2022-07-12T16:58:46.179Z
27.4,543.7,4.2,10.1,26.2,46.5,852.1,60636,2022-07-12T16:59:46.186Z
28.9,531.1,12.1,10.8,26.1,49.9,852.1,60696,2022-07-12T17:00:46.208Z
26.8,522.9,8,9.9,26.1,46.7,852.1,60756,2022-07-12T17:01:46.213Z
26.8,524.2,10.1,9.9,26.1,46.9,852.1,60816,2022-07-12T17:02:46.220Z
29.5,535.2,12.1,12.1,26.1,48.2,852.1,60876,2022-07-12T17:03:46.232Z
33.1,552.7,10.1,12.7,26.1,48.9,852.1,60936,2022-07-12T17:04:46.234Z
33.1,567.1,4,12.1,26.3,46.8,852,60996,2022-07-12T17:05:46.241Z
32.4,556.7,2.2,11.6,26.2,47.3,852,61056,2022-07-12T17:06:46.247Z
31.6,553,1.8,11.1,26,46.9,852,61116,2022-07-12T17:07:46.255Z
28.9,538.4,1.4,10.9,25.9,47.1,852,61176,2022-07-12T17:08:46.260Z
29.5,527.8,5.8,11.8,25.8,48.2,852,61236,2022-07-12T17:09:46.283Z
30.3,516.9,6.2,11.6,25.7,48.4,851.9,61296,2022-07-12T17:10:46.288Z
31,514.7,5.8,11.1,25.7,49.4,851.9,61356,2022-07-12T17:11:46.295Z
31.6,520.4,4.2,9.1,25.7,47.5,851.9,61416,2022-07-12T17:12:46.306Z
28.2,536.8,7,13.9,25.6,51.4,851.9,61476,2022-07-12T17:13:46.324Z
38.3,538.1,13.7,11.4,25.6,49.4,851.8,61536,2022-07-12T17:14:46.330Z
40.4,540.3,2.2,11.2,25.7,49.4,851.8,61596,2022-07-12T17:15:46.335Z
41.2,540.1,0.2,10.2,25.7,47.5,851.8,61656,2022-07-12T17:16:46.346Z
40.4,524.3,-0.6,8.9,25.8,46.4,851.8,61716,2022-07-12T17:17:46.365Z
40.4,511.8,-1.4,8.4,25.8,45.9,851.8,61776,2022-07-12T17:18:46.372Z
40.4,508.4,-2.4,8.1,25.8,47.6,851.7,61836,2022-07-12T17:19:46.378Z
41.2,511.9,-1.4,9.3,25.6,48.5,851.7,61896,2022-07-12T17:20:46.385Z
40.4,513.3,-2.4,9.8,25.5,48.1,851.7,61956,2022-07-12T17:21:46.397Z
42.5,524.9,0.2,9.3,25.5,49.3,851.7,62016,2022-07-12T17:22:46.415Z
42.5,521.4,-2.4,6.9,25.5,47.6,851.7,62076,2022-07-12T17:23:46.420Z
43.9,519.8,-2,6.7,25.5,47.9,851.6,62136,2022-07-12T17:24:46.428Z
44.6,516.3,-2.6,8.8,25.5,49.5,851.6,62195,2022-07-12T17:25:46.436Z
43.9,509.5,-4.2,7.9,25.5,48.4,851.6,62255,2022-07-12T17:26:46.455Z
41.8,499.3,-2.6,5.7,25.5,47.9,851.6,62315,2022-07-12T17:27:46.462Z
41.8,489.9,1,6.8,25.4,49.3,851.6,62375,2022-07-12T17:28:46.468Z
43.3,487.3,2.8,6.7,25.4,49.6,851.6,62435,2022-07-12T17:29:46.475Z
43.3,491.4,1,6.8,25.4,48.8,851.5,62495,2022-07-12T17:30:46.482Z
46.7,513.9,2.2,7.3,25.4,49.3,851.5,62555,2022-07-12T17:31:46.504Z
50.4,533.8,1.2,7.4,25.5,50.8,851.5,62615,2022-07-12T17:32:46.510Z
52.5,552.2,-2.2,7.9,25.5,50.9,851.5,62675,2022-07-12T17:33:46.516Z
52.5,545.1,1.2,7.6,25.5,50.5,851.4,62735,2022-07-12T17:34:46.528Z
46.7,537.1,-2.6,8.3,25.5,51.4,851.4,62795,2022-07-12T17:35:46.547Z
48.3,542.5,6,8.2,25.5,51.3,851.4,62855,2022-07-12T17:36:46.552Z
51.7,554.6,6.8,7.9,25.5,53.6,851.4,62915,2022-07-12T17:37:46.559Z
52.5,555.3,2,7.8,25.5,51.5,851.4,62975,2022-07-12T17:38:46.568Z
52.5,543.7,1.8,7.1,25.5,51.4,851.4,63035,2022-07-12T17:39:46.588Z
53,552,3.8,7.7,25.5,51,851.4,63095,2022-07-12T17:40:46.594Z
58.4,563.1,2,6.4,25.7,49,851.4,63155,2022-07-12T17:41:46.600Z
56.1,589.7,-0.2,8.6,25.8,53,851.3,63215,2022-07-12T17:42:46.606Z
65.3,609.2,2.6,7.3,26,49.2,851.3,63275,2022-07-12T17:43:46.618Z
66.8,622,-0.2,7.4,26.1,50.7,851.3,63335,2022-07-12T17:44:46.635Z
66,633.2,-2,7.3,26.3,48.1,851.3,63395,2022-07-12T17:45:46.642Z
68.9,653.1,-4.6,8.3,26.6,49.1,851.3,63455,2022-07-12T17:46:46.648Z
70.2,669.8,-1.4,7.3,26.9,47,851.3,63515,2022-07-12T17:47:46.660Z
71.8,670.6,-3,6.9,27.2,46.7,851.3,63575,2022-07-12T17:48:46.678Z
70.2,663.6,-0.6,7.4,27.4,46.6,851.2,63635,2022-07-12T17:49:46.684Z
67.6,646.5,0,6.3,27.2,45,851.2,63695,2022-07-12T17:50:46.690Z
69.7,651.8,-1,5.8,27.1,46.4,851.2,63755,2022-07-12T17:51:46.698Z
67.6,633.8,0.8,5.7,27,46.1,851.2,63815,2022-07-12T17:52:46.704Z
68.9,623.4,-1,4.6,26.9,46.4,851.2,63875,2022-07-12T17:53:46.726Z
70.2,627.6,-3.4,5.6,26.9,46.4,851.2,63935,2022-07-12T17:54:46.732Z
68.9,619.2,0,5.6,26.9,45.4,851.2,63995,2022-07-12T17:55:46.737Z
68.1,596.8,0.8,4.6,26.9,45.4,851.2,64055,2022-07-12T17:56:46.749Z
66.8,569.4,-3.4,4.4,26.9,45.5,851.1,64114,2022-07-12T17:57:46.768Z
66.8,548.4,-0.4,4.2,27,47.4,851.1,64174,2022-07-12T17:58:46.774Z
68.1,540.1,-3.8,3.6,27.1,47.6,851.1,64234,2022-07-12T17:59:46.780Z
68.1,532.3,-4.6,4.1,27.3,46.4,851,64294,2022-07-12T18:00:46.789Z
66.8,520.4,-2,2.1,27.4,44.6,851,64354,2022-07-12T18:01:46.809Z
66,501.3,-3.4,4,27.5,45.9,851,64414,2022-07-12T18:02:46.817Z
63.7,484,0.2,1.9,27.6,43.5,851,64474,2022-07-12T18:03:46.822Z
64.5,466.5,1.6,1.5,27.7,43.6,851,64534,2022-07-12T18:04:46.829Z
63,455.7,1.6,2.5,27.8,43.5,851,64594,2022-07-12T18:05:46.841Z
62.2,440.1,3.6,2,27.8,43.7,851,64654,2022-07-12T18:06:46.858Z
63,433.2,3.6,2.1,27.8,43.7,851,64714,2022-07-12T18:07:46.864Z
63.7,441.2,4.8,2.9,27.8,44.3,851,64774,2022-07-12T18:08:46.870Z
65.1,466.5,4.2,3.4,27.8,43.9,850.9,64834,2022-07-12T18:09:46.880Z
64.5,466.8,2.6,4.4,27.9,43.3,850.9,64894,2022-07-12T18:10:46.900Z
65.8,463.2,3.8,4.3,28,43,850.9,64954,2022-07-12T18:11:46.906Z
66.6,472.5,2.6,4.4,28.1,42.9,850.9,65014,2022-07-12T18:12:46.912Z
67.2,475.8,3.6,5.2,28.2,42.5,850.8,65074,2022-07-12T18:13:46.919Z
68.7,475.4,4,5.3,28.3,43.6,850.8,65134,2022-07-12T18:14:46.941Z
69.3,470.3,4,4.8,28.3,44,850.8,65194,2022-07-12T18:15:46.948Z
67.2,472.5,2.8,5.8,28.5,43,850.8,65254,2022-07-12T18:16:46.954Z
68,478.9,3.6,6.3,28.5,42.8,850.8,65314,2022-07-12T18:17:46.962Z
72.2,517.1,5,7.1,28.5,43.3,850.8,65374,2022-07-12T18:18:46.971Z
72.9,546.6,0.2,8.6,28.4,43.8,850.8,65434,2022-07-12T18:19:46.990Z
75.8,587.2,-0.6,9.1,28.3,43.5,850.7,65494,2022-07-12T18:20:46.996Z
74.3,589.8,-0.6,9.8,28.3,42.6,850.7,65554,2022-07-12T18:21:47.003Z
73.7,594.2,-0.2,9.8,28.1,43.2,850.7,65614,2022-07-12T18:22:47.009Z
72.9,594.5,-1.8,10.2,28,42.7,850.7,65674,2022-07-12T18:23:47.016Z
73.7,587.3,-4.4,10.1,27.9,44.3,850.6,65734,2022-07-12T18:24:47.038Z
72.9,582.4,-2.4,10.4,28,44.5,850.6,65794,2022-07-12T18:25:47.044Z
70.8,592.7,-4.6,11.4,28.2,43.2,850.6,65854,2022-07-12T18:26:47.050Z
72.2,597.9,-1,10.3,28.1,43.6,850.6,65914,2022-07-12T18:27:47.062Z
70.1,595.6,-4,10.7,28.1,43.8,850.6,65973,2022-07-12T18:28:47.080Z
68.7,572.9,-1.8,10.1,28,42.6,850.6,66033,2022-07-12T18:29:47.085Z
69.3,559.1,0.6,9.6,28,43.8,850.6,66093,2022-07-12T18:30:47.093Z
67.2,545.8,-1.4,9.4,28.1,44.4,850.5,66153,2022-07-12T18:31:47.102Z
68,544.7,1.2,9.9,28,44,850.4,66213,2022-07-12T18:32:47.122Z
65.8,542.4,-2,10.2,28,43.1,850.4,66273,2022-07-12T18:33:47.128Z
64.1,527,0.2,10.1,27.9,43.4,850.4,66333,2022-07-12T18:34:47.134Z
62,516.9,-4.6,9.4,27.8,43,850.4,66393,2022-07-12T18:35:47.140Z
62.8,505.1,-0.2,10.7,27.7,45.8,850.4,66453,2022-07-12T18:36:47.153Z
56.5,497.7,-2.6,9.8,27.8,42.1,850.4,66513,2022-07-12T18:37:47.171Z
53.6,479.9,-1.4,9.6,27.7,42.8,850.3,66573,2022-07-12T18:38:47.176Z
53.6,466.8,-0.2,11.2,27.7,45,850.3,66633,2022-07-12T18:39:47.183Z
54.9,463.2,3.2,9.4,27.9,42.7,850.3,66693,2022-07-12T18:40:47.192Z
55.7,472.9,1.6,10.1,28.2,43.3,850.3,66753,2022-07-12T18:41:47.212Z
54.4,484.5,-1,8.2,28.3,40.9,850.3,66813,2022-07-12T18:42:47.218Z
57.8,507.1,1.8,10.8,28.4,42.6,850.3,66873,2022-07-12T18:43:47.224Z
59.2,539.4,-2.6,12.4,28.6,41.8,850.3,66933,2022-07-12T18:44:47.232Z
59.2,559.7,1.2,9.7,28.6,40.2,850.3,66993,2022-07-12T18:45:47.238Z
54.4,540.2,-0.4,9.3,28.5,40.9,850.3,67053,2022-07-12T18:46:47.261Z
53.6,513.5,0.8,10.2,28.3,42.3,850.3,67113,2022-07-12T18:47:47.266Z
53.6,495.5,0.2,9.2,28.4,41.4,850.3,67173,2022-07-12T18:48:47.272Z
53.6,479.2,0.8,9.4,28.6,41,850.3,67233,2022-07-12T18:49:47.283Z
54.4,468.6,1.8,9.1,28.7,41.3,850.3,67293,2022-07-12T18:50:47.302Z
59.9,491.4,3.6,8.1,28.7,43.7,850.3,67353,2022-07-12T18:51:47.308Z
66.2,538.2,-1.2,11.1,28.6,45.1,850.3,67413,2022-07-12T18:52:47.313Z
70.6,586.4,0.8,11.8,28.5,45.4,850.3,67473,2022-07-12T18:53:47.323Z
75.4,623.7,-0.4,12.2,28.3,46.4,850.3,67533,2022-07-12T18:54:47.328Z
81.1,685.4,-1.4,12.8,28.2,47.4,850.3,67593,2022-07-12T18:55:47.350Z
85.5,752.2,0.2,13.8,28.1,47.9,850.3,67653,2022-07-12T18:56:47.355Z
87.7,803.2,-2.6,14.3,28,47.3,850.3,67713,2022-07-12T18:57:47.363Z
89.8,830.5,-2.6,14.2,27.8,47.4,850.2,67773,2022-07-12T18:58:47.375Z
92.6,882.2,-1.2,15.6,27.8,47.4,850.3,67833,2022-07-12T18:59:47.392Z
94.7,911.6,-3,17.3,27.7,48.1,850.2,67892,2022-07-12T19:00:47.398Z
94.2,928.5,0.8,16.9,27.6,48,850.2,67952,2022-07-12T19:01:47.405Z
94.7,938.5,-3,15.4,27.4,47.6,850.2,68012,2022-07-12T19:02:47.414Z
94.7,956.7,-2.2,16.9,27.3,48,850.2,68072,2022-07-12T19:03:47.434Z
93.4,969.8,-1.4,17.7,27.2,48.6,850.1,68132,2022-07-12T19:04:47.440Z
93.4,978.1,0.8,17.9,27,48.9,850.1,68192,2022-07-12T19:05:47.446Z
92.1,989.2,-4.6,18.3,26.9,49.2,850,68252,2022-07-12T19:06:47.453Z
92.6,996.8,-2,17.3,26.8,49,850,68312,2022-07-12T19:07:47.460Z
92.1,1015.4,-3,17.8,26.8,49.7,849.9,68372,2022-07-12T19:08:47.466Z
91.3,1034.7,-2,18.3,26.7,49.6,849.9,68432,2022-07-12T19:09:47.472Z
92.1,1032.1,0.4,16.9,26.8,49.8,849.9,68492,2022-07-12T19:10:47.480Z
89.8,1027.1,-2.4,17.5,26.9,49.2,849.9,68552,2022-07-12T19:11:47.489Z
89.2,1016.4,0.4,14.8,27,47.8,849.9,68612,2022-07-12T19:12:47.508Z
87.3,1008.3,-4.6,16.7,27.1,48.3,849.9,68672,2022-07-12T19:13:47.515Z
85.9,994.6,-2.2,14.1,27.2,47.5,849.9,68732,2022-07-12T19:14:47.520Z
85,975.9,-0.2,14.8,27.3,48.7,849.8,68792,2022-07-12T19:15:47.528Z
84.2,983.2,1.8,13.3,27.4,47.2,849.8,68852,2022-07-12T19:16:47.534Z
84.2,997.1,2.2,12.9,27.5,46.7,849.8,68912,2022-07-12T19:17:47.557Z
85.9,1014.1,3.8,12.3,27.6,46.8,849.8,68972,2022-07-12T19:18:47.562Z
85.9,1004.7,2.6,11.2,27.7,47,849.8,69032,2022-07-12T19:19:47.567Z
86.5,1001,3.6,10.7,27.7,46.9,849.8,69092,2022-07-12T19:20:47.579Z
88,991.3,4,10.2,27.7,46.6,849.8,69152,2022-07-12T19:21:47.598Z
88,1007.7,1.8,9.9,27.7,46,849.7,69212,2022-07-12T19:22:47.604Z
88,997.4,1.8,9.1,27.5,46.3,849.8,69272,2022-07-12T19:23:47.611Z
89.4,1004.7,3,8.7,27.4,47.3,849.8,69332,2022-07-12T19:24:47.619Z
92.8,1035.7,3.8,10.8,27.2,48.5,849.7,69392,2022-07-12T19:25:47.625Z
94.3,1030.7,1.4,9.6,27.2,48.6,849.7,69452,2022-07-12T19:26:47.647Z
93.6,1028.9,-0.4,9.9,27,49,849.7,69512,2022-07-12T19:27:47.652Z
94.3,1019,1,9.1,26.9,49.7,849.7,69572,2022-07-12T19:28:47.659Z
97.2,1029.7,1.8,8.8,26.7,50.6,849.7,69632,2022-07-12T19:29:47.671Z
97.2,1029.7,-2.2,9.3,26.7,49.8,849.6,69692,2022-07-12T19:30:47.689Z
97.2,1012.9,-2.2,8.8,26.6,50.3,849.6,69751,2022-07-12T19:31:47.694Z
94.3,990.2,-3.4,8.7,26.6,49.9,849.6,69811,2022-07-12T19:32:47.701Z
95.1,970.4,1,7.7,26.6,50.3,849.6,69871,2022-07-12T19:33:47.711Z
94.3,960.8,-1.2,7.2,26.6,49.4,849.6,69931,2022-07-12T19:34:47.730Z
90.7,934.3,-1.6,7.4,26.6,49.1,849.6,69991,2022-07-12T19:35:47.736Z
89.4,905.4,2.2,6.6,26.5,49.3,849.5,70051,2022-07-12T19:36:47.742Z
89.4,879.9,3,5.6,26.5,49.9,849.5,70111,2022-07-12T19:37:47.749Z
87.3,862.8,2.6,6.1,26.6,49,849.5,70171,2022-07-12T19:38:47.772Z
84.4,831.4,4.2,5.4,26.6,48.6,849.5,70231,2022-07-12T19:39:47.778Z
81,788.7,7,3.2,26.6,47.7,849.5,70291,2022-07-12T19:40:47.785Z
80.2,754.5,11.5,4.3,26.8,49.1,849.5,70351,2022-07-12T19:41:47.792Z
78.9,738.1,12.5,4.8,26.9,48.4,849.4,70411,2022-07-12T19:42:47.801Z
78.1,726.9,13.3,3.2,27.1,46.9,849.4,70471,2022-07-12T19:43:47.821Z
76,702.4,14.1,3.1,27.2,46.4,849.4,70531,2022-07-12T19:44:47.827Z
74.5,681.8,17.5,3,27.2,46.4,849.4,70591,2022-07-12T19:45:47.833Z
73.7,663.8,19.5,3.1,27.2,46.8,849.4,70651,2022-07-12T19:46:47.840Z
72.9,645.9,20.9,NaN,NaN,46,NaN,NaN,2022-07-12T19:47:47.846Z
75.2,638.7,22.3,2.5,27.3,46.4,849.4,70771,2022-07-12T19:48:47.868Z
76.8,643.6,19.9,3.2,27.4,46.8,849.4,70831,2022-07-12T19:49:47.874Z
76.8,646.4,18.5,3.5,27.6,46,849.3,70891,2022-07-12T19:50:47.880Z
78.9,667.9,19.9,4.6,27.7,46.3,849.3,70951,2022-07-12T19:51:47.892Z
82.3,695.3,18.9,4.7,27.9,45.9,849.3,71011,2022-07-12T19:52:47.909Z
83.1,702.8,15.3,5.2,28,45.3,849.3,71071,2022-07-12T19:53:47.917Z
84.4,702.4,19.5,3.1,28.3,44.7,849.3,71131,2022-07-12T19:54:47.923Z
83.4,702.6,16.3,3.2,28.4,44.3,849.3,71191,2022-07-12T19:55:47.932Z
83.4,686.4,16.9,3.5,28.4,43.5,849.3,71251,2022-07-12T19:56:47.952Z
85.9,679.3,15.9,3.4,28.4,43.9,849.3,71311,2022-07-12T19:57:47.959Z
87.3,681.4,14.7,4.1,28.6,44.1,849.3,71371,2022-07-12T19:58:47.964Z
89.4,684.4,14.1,3.4,28.9,44.1,849.3,71431,2022-07-12T19:59:47.971Z
88,680.8,10.3,3.6,29.1,43.9,849.3,71491,2022-07-12T20:00:47.983Z
87.7,659.3,12.3,3.6,29.2,41.8,849.3,71551,2022-07-12T20:01:48.001Z
89.8,648.5,14.3,4.8,29.3,41.8,849.2,71610,2022-07-12T20:02:48.006Z
92.1,649.3,11.1,6.3,29.4,42.8,849.3,71670,2022-07-12T20:03:48.012Z
95.5,657,9.5,6.6,29.6,41,849.3,71730,2022-07-12T20:04:48.022Z
95.5,670.6,5.2,6.4,29.8,41.3,849.3,71790,2022-07-12T20:05:48.042Z
96.8,678.3,6.4,4.6,29.9,40.6,849.2,71850,2022-07-12T20:06:48.048Z
98.9,700,5.8,6.9,29.9,41.8,849.2,71910,2022-07-12T20:07:48.054Z
99.7,703.2,3.2,6.7,30,41.3,849.2,71970,2022-07-12T20:08:48.061Z
98.9,696.3,1.4,5.9,30.3,40,849.2,72030,2022-07-12T20:09:48.084Z
98.4,695.3,2.8,6.1,30.4,40.1,849.2,72090,2022-07-12T20:10:48.091Z
101.2,716.8,3.2,6.3,30.4,40.3,849.2,72150,2022-07-12T20:11:48.096Z
102.6,742.9,1.2,6.8,30.5,40.1,849.2,72210,2022-07-12T20:12:48.102Z
111,782.2,-0.4,8.6,30.6,39.5,849.2,72270,2022-07-12T20:13:48.114Z
111,793.5,0.4,8.2,30.6,39.8,849.2,72330,2022-07-12T20:14:48.133Z
103.9,804.3,-0.6,9.1,30.5,40.2,849.2,72390,2022-07-12T20:15:48.138Z
103.4,808.8,-4.4,8.4,30.3,40.9,849.2,72450,2022-07-12T20:16:48.145Z
101.3,802.4,-0.6,8.9,30.2,40.1,849.2,72510,2022-07-12T20:17:48.154Z
100.9,806.6,-0.8,8.1,30.1,40.5,849.2,72570,2022-07-12T20:18:48.158Z
97.4,781.6,-4,8.3,29.9,40.5,849.2,72630,2022-07-12T20:19:48.180Z
95.3,753.6,-2,10.1,29.6,41.9,849.2,72690,2022-07-12T20:20:48.185Z
93.8,730.7,-0.4,9.8,29.5,43.1,849.2,72750,2022-07-12T20:21:48.192Z
92.5,712.3,0.2,9.7,29.4,42.7,849.2,72810,2022-07-12T20:22:48.205Z
91.7,694.5,0.8,8.7,29.4,43.7,849.2,72870,2022-07-12T20:23:48.223Z
89,679.8,-1.4,9.3,29.4,42.1,849.2,72930,2022-07-12T20:24:48.229Z
85.4,657.5,-1.8,9.3,29.2,41.7,849.2,72990,2022-07-12T20:25:48.235Z
83.3,643.1,0.4,9.2,29,43,849.1,73050,2022-07-12T20:26:48.245Z
83.3,651,-3.4,9.6,28.8,44.1,849.1,73110,2022-07-12T20:27:48.264Z
81.9,656.1,-4.2,9.6,28.6,44.5,849.1,73170,2022-07-12T20:28:48.270Z
84,672.4,-0.8,11.2,28.4,45.3,849,73230,2022-07-12T20:29:48.276Z
86.7,710.5,-2.6,12.8,28.3,46,849,73290,2022-07-12T20:30:48.283Z
90.4,757.1,-4,14.1,28.3,46.3,849,73350,2022-07-12T20:31:48.290Z
93.8,805.3,-1.4,15.6,28.3,46.1,848.9,73410,2022-07-12T20:32:48.312Z
95.5,837.7,-4,17.5,28.3,46.5,848.9,73469,2022-07-12T20:33:48.318Z
96.9,896.8,0,18.9,28.3,46.5,848.9,73529,2022-07-12T20:34:48.324Z
97.6,925.9,-0.8,19.3,28.2,46,848.9,73589,2022-07-12T20:35:48.335Z
99,966.5,-0.8,21,28.1,46.6,848.9,73649,2022-07-12T20:36:48.354Z
100.5,991,-1,21.7,28.1,46.4,848.9,73709,2022-07-12T20:37:48.361Z
97.6,1001.3,0.6,22.8,28.4,45.3,848.8,73769,2022-07-12T20:38:48.366Z
99.7,988.3,-1,19.5,28.8,43.4,848.9,73829,2022-07-12T20:39:48.374Z
99.7,981.7,-4,19.5,29.3,44.6,848.8,73889,2022-07-12T20:40:48.380Z
98.4,1000.2,1,19.3,29.8,42.1,848.8,73949,2022-07-12T20:41:48.403Z
96.9,980.9,-3.8,16.7,30.1,40.6,848.8,74009,2022-07-12T20:42:48.408Z
99,970.3,-1.4,15.6,30.5,40.1,848.8,74069,2022-07-12T20:43:48.414Z
97.6,985.7,0.2,16.9,30.8,40,848.8,74129,2022-07-12T20:44:48.426Z
105.5,998,-2.8,17.4,31,38.8,848.8,74189,2022-07-12T20:45:48.429Z
105.5,1019,-3,17.5,31,39.2,848.8,74249,2022-07-12T20:46:48.434Z
106.6,1049.4,0.4,16.1,31.2,37.3,848.8,74309,2022-07-12T20:47:48.441Z
103,1053.1,-1.2,17.2,31.4,37.5,848.8,74369,2022-07-12T20:48:48.451Z
98.8,1012.6,-1.8,16.1,31.5,35.9,848.8,74429,2022-07-12T20:49:48.455Z
102.4,984.2,-0.4,14.3,31.4,36.2,848.8,74489,2022-07-12T20:50:48.477Z
100.3,958.1,0.8,17,31.3,38.7,848.8,74549,2022-07-12T20:51:48.483Z
100.9,945.7,-4,14.9,31.7,36.3,848.8,74609,2022-07-12T20:52:48.489Z
99.5,946.4,-2.6,14.9,31.9,36.2,848.8,74669,2022-07-12T20:53:48.501Z
99.5,926.3,-1.2,14.2,32,35.5,848.8,74729,2022-07-12T20:54:48.519Z
96.7,885.3,-4.6,12.8,31.9,35.4,848.9,74789,2022-07-12T20:55:48.525Z
96.7,852.8,0.2,12.2,32,34.8,848.8,74849,2022-07-12T20:56:48.532Z
94.6,825.9,-1,12.4,32,35.2,848.8,74909,2022-07-12T20:57:48.541Z
96.7,835.2,-2.4,12.6,32,34.6,848.9,74969,2022-07-12T20:58:48.560Z
93.2,803.2,-0.4,12.1,32.1,35.9,848.8,75029,2022-07-12T20:59:48.566Z
93.8,769,-1.2,9.8,32.1,33.5,848.8,75089,2022-07-12T21:00:48.572Z
92.5,749.5,-2.2,9.6,32.3,33.8,848.9,75149,2022-07-12T21:01:48.579Z
94.4,723.7,1,9.6,32.4,33.2,848.9,75209,2022-07-12T21:02:48.586Z
91.5,690.6,-3,8.9,32.4,33.2,848.9,75269,2022-07-12T21:03:48.593Z
90.2,655.3,0.6,7.9,32.5,32.8,848.8,75328,2022-07-12T21:04:48.599Z
90.2,627.7,-3.2,7.2,32.4,33,848.8,75388,2022-07-12T21:05:48.606Z
88.6,600.4,-2.6,7.2,32.4,33.5,848.8,75448,2022-07-12T21:06:48.615Z
86,574.9,-1,7.8,32.4,34.2,848.9,75508,2022-07-12T21:07:48.635Z
85.2,556,0,6.1,32.5,33.5,848.9,75568,2022-07-12T21:08:48.641Z
86,563,-4.4,6.3,32.5,33.8,848.9,75628,2022-07-12T21:09:48.647Z
87.3,568.1,-4,8.1,32.5,34.1,848.9,75688,2022-07-12T21:10:48.654Z
86.5,585.1,-1,9.9,32.5,34.2,848.9,75748,2022-07-12T21:11:48.676Z
81.6,592.5,-3.6,9.6,32,34.5,848.9,75808,2022-07-12T21:12:48.667Z
78.9,579.5,-1,9.4,31.5,35.1,848.9,75868,2022-07-12T21:13:48.673Z
75.2,572.2,-0.4,9.8,31,36.2,848.9,75928,2022-07-12T21:14:48.680Z
73.9,565.8,-3,10.2,30.8,37.5,848.8,75988,2022-07-12T21:15:48.690Z
72.4,570.6,-4,11.3,30.8,36.5,848.9,76048,2022-07-12T21:16:48.709Z
