NO2 (ug/m3),CO (ug/m3),O3 (ug/m3),NO (ug/m3),TEMP (C),HUM (%RH),PRES (hPa),Uptime (s),Date
48.4,3347.9,1,80.7,20.2,85.6,854.3,24403,2022-05-18T06:37:21.234Z
47.6,3276.6,-3.2,77.9,20.2,85.1,854.3,24463,2022-05-18T06:38:21.243Z
54.7,3211.8,1.6,72.9,20.2,84.7,854.3,24522,2022-05-18T06:39:21.260Z
54,3136.2,-1.8,69.7,20.2,84.1,854.3,24582,2022-05-18T06:40:21.279Z
52.6,3061.2,-1.8,67.1,20.2,82.9,854.3,24642,2022-05-18T06:41:21.290Z
52,2985.2,-0.6,64.3,20.2,82.3,854.3,24702,2022-05-18T06:42:21.292Z
52,2946.4,0,63,20.1,83.5,854.4,24762,2022-05-18T06:43:21.300Z
52,2923.6,0.4,62.5,20.1,84,854.4,24822,2022-05-18T06:44:21.309Z
52,2894.7,0.4,61.2,20.1,83.8,854.4,24882,2022-05-18T06:45:21.322Z
52,2869.3,0.4,60,20.1,84.2,854.4,24942,2022-05-18T06:46:21.319Z
52,2831.5,0,57.7,20.1,82.9,854.5,25002,2022-05-18T06:47:21.335Z
52.6,2792.9,0.8,56,20.1,83.5,854.5,25062,2022-05-18T06:48:21.343Z
46.3,2765.9,-3.4,56.5,20.1,85.5,854.5,25122,2022-05-18T06:49:21.352Z
53.4,2750.7,2,54.5,20.1,84.6,854.6,25182,2022-05-18T06:50:21.360Z
46.3,2772,0.6,57.5,20.1,86.5,854.6,25242,2022-05-18T06:51:21.364Z
52.6,2761.4,1.4,54.9,20.1,83.9,854.7,25302,2022-05-18T06:52:21.375Z
46.9,2774.7,-4,57,20.2,85.6,854.7,25362,2022-05-18T06:53:21.376Z
46.9,2850.9,-2.8,60,20.2,86.1,854.8,25422,2022-05-18T06:54:21.391Z
53.4,2845.6,-0.4,57,20.2,84,854.8,25482,2022-05-18T06:55:21.409Z
54,2808.7,-2.2,55.3,20.2,82.3,854.8,25542,2022-05-18T06:56:21.409Z
