NO2 (ug/m3),CO (ug/m3),O3 (ug/m3),NO (ug/m3),TEMP (C),HUM (%RH),PRES (hPa),Uptime (s),Date
38.2,411.7,96,11.2,28.9,39.9,852.7,320597,2022-07-15T17:17:07.306Z
31.1,409.1,93,11.2,28.9,40.8,852.6,320657,2022-07-15T17:18:07.312Z
31.1,404.3,96.8,12.4,28.8,41.5,852.6,320717,2022-07-15T17:19:07.319Z
30.4,402.4,95.4,13.4,28.8,41.5,852.6,320777,2022-07-15T17:20:07.329Z
38.2,399.2,96,11.2,28.8,39.4,852.6,320837,2022-07-15T17:21:07.347Z
30.4,393.7,92.4,11.2,28.7,40.2,852.5,320897,2022-07-15T17:22:07.354Z
37.4,390.2,95.4,11.2,28.7,39.7,852.4,320957,2022-07-15T17:23:07.361Z
29.6,389.6,92.5,11.4,28.7,40.1,852.4,321017,2022-07-15T17:24:07.367Z
37.4,385.8,95.6,11.2,28.8,38.9,852.4,321077,2022-07-15T17:25:07.379Z
37.4,382.9,92.4,10.9,28.8,39.2,852.4,321137,2022-07-15T17:26:07.398Z
39.5,380.9,92.4,10.8,28.9,39.3,852.4,321197,2022-07-15T17:27:07.403Z
30.4,380.5,91.3,11.6,29.1,40.6,852.3,321257,2022-07-15T17:28:07.408Z
37.4,382.6,93.7,12.2,29.2,39,852.3,321317,2022-07-15T17:29:07.419Z
37.4,385.5,91.7,12.7,29.1,38.9,852.3,321377,2022-07-15T17:30:07.438Z
38.2,390.5,92.1,12.2,29,39.1,852.3,321437,2022-07-15T17:31:07.444Z
30.4,393.8,91.6,12.2,28.9,40.2,852.3,321497,2022-07-15T17:32:07.450Z
28.3,397.6,94.2,12.2,28.9,40.4,852.3,321557,2022-07-15T17:33:07.464Z
34,398.8,95.3,12.1,28.7,39.8,852.3,321617,2022-07-15T17:34:07.464Z
27.5,396.9,93.3,11.7,28.5,40,852.3,321677,2022-07-15T17:35:07.486Z
26.2,401.1,95.8,14.9,28.5,41.7,852.2,321737,2022-07-15T17:36:07.492Z
25.4,407,97.7,12.7,28.5,40.5,852.2,321797,2022-07-15T17:37:07.500Z
24.8,408.1,97.8,14.9,28.5,41.4,852.2,321857,2022-07-15T17:38:07.510Z
23.3,406.6,98.6,13.2,28.5,40,852.2,321917,2022-07-15T17:39:07.528Z
30.4,402.4,99.8,12.9,28.5,39.4,852.2,321976,2022-07-15T17:40:07.535Z
31.1,398.6,96.6,12.7,28.4,39.6,852.1,322036,2022-07-15T17:41:07.540Z
33.2,396.5,96.5,12.3,28.4,39.6,852.1,322096,2022-07-15T17:42:07.550Z
36.1,395.2,96.6,11.4,28.5,39.6,852.1,322156,2022-07-15T17:43:07.554Z
30.4,396,95.1,13.2,28.5,41.4,852,322216,2022-07-15T17:44:07.576Z
31.9,405.1,98,11.6,28.6,40.5,852,322276,2022-07-15T17:45:07.582Z
34.6,411.4,98,11.2,28.6,40.4,852,322336,2022-07-15T17:46:07.589Z
34.6,408.2,96.5,13.2,28.6,41.3,851.9,322396,2022-07-15T17:47:07.600Z
34.6,413,96.4,11.7,28.6,40.6,851.9,322456,2022-07-15T17:48:07.619Z
36.7,413,97.2,11.4,28.6,40,851.9,322516,2022-07-15T17:49:07.624Z
34.6,411.7,95.2,11.7,28.7,40.9,851.9,322576,2022-07-15T17:50:07.631Z
42.4,410.7,96.9,11.6,28.8,39.3,851.8,322636,2022-07-15T17:51:07.640Z
43.2,409.5,93.6,11.6,28.8,39.5,851.8,322696,2022-07-15T17:52:07.660Z
45.3,410.2,94.4,10.9,28.9,39.2,851.8,322756,2022-07-15T17:53:07.666Z
38.2,406.8,93.5,10.2,29.2,40,851.8,322816,2022-07-15T17:54:07.672Z
46,411.6,97,8.4,29.4,37.7,851.8,322876,2022-07-15T17:55:07.679Z
44.5,412.5,93.3,10.1,29.6,38.6,851.8,322936,2022-07-15T17:56:07.691Z
45.3,415.5,95.3,7.8,29.7,37.2,851.8,322996,2022-07-15T17:57:07.710Z
44.5,414.5,94.4,9.1,29.6,39.6,851.8,323056,2022-07-15T17:58:07.714Z
44.5,413.1,95.4,7.4,29.7,37.5,851.8,323116,2022-07-15T17:59:07.721Z
43.7,409.6,95.6,8.1,29.7,37.1,851.7,323176,2022-07-15T18:00:07.731Z
43.2,406.5,96.2,7.6,29.7,36.6,851.8,323236,2022-07-15T18:01:07.750Z
43.7,411.4,98.6,7.3,29.7,37.1,851.7,323296,2022-07-15T18:02:07.756Z
45.7,415.9,98.8,8.7,29.6,39.1,851.7,323356,2022-07-15T18:03:07.762Z
47.2,425,100,6.3,29.7,37.6,851.7,323416,2022-07-15T18:04:07.769Z
48.5,437.8,100.6,8.1,29.7,38.7,851.7,323476,2022-07-15T18:05:07.776Z
49.9,451.1,101,7.3,29.8,38.8,851.7,323536,2022-07-15T18:06:07.783Z
52.2,466.1,102,7.3,29.8,38.2,851.6,323596,2022-07-15T18:07:07.789Z
52.7,480.2,101.2,7.6,29.7,39.4,851.6,323656,2022-07-15T18:08:07.795Z
54.3,490.1,102.1,7.3,29.7,38.8,851.6,323716,2022-07-15T18:09:07.805Z
55.6,500.8,102,5.9,29.6,39,851.6,323776,2022-07-15T18:10:07.810Z
56.9,521.7,101.8,6.6,29.6,39,851.5,323835,2022-07-15T18:11:07.815Z
60.6,568.8,102.6,7.4,29.5,39.6,851.5,323895,2022-07-15T18:12:07.820Z
52.2,594.4,101.1,9.1,29.3,40.3,851.5,323955,2022-07-15T18:13:07.828Z
52.7,611.5,107.8,8.7,29.1,40.2,851.5,324015,2022-07-15T18:14:07.835Z
53.5,612.5,107.7,8.4,29,40.2,851.4,324075,2022-07-15T18:15:07.857Z
51.4,622.6,107.5,9.9,29,40.1,851.4,324135,2022-07-15T18:16:07.863Z
52.2,626.9,109.4,9.1,29.1,40.2,851.4,324195,2022-07-15T18:17:07.870Z
52.7,632.4,108.7,9.4,29,40.4,851.4,324255,2022-07-15T18:18:07.880Z
52.4,638.4,109,10.1,29,40.5,851.4,324315,2022-07-15T18:19:07.900Z
53.7,656.7,109.4,9.9,29,40.8,851.4,324375,2022-07-15T18:20:07.905Z
52.9,656.7,108.2,10.1,29,40.1,851.3,324435,2022-07-15T18:21:07.912Z
53.7,648.7,108.2,10.2,29.1,40.4,851.3,324495,2022-07-15T18:22:07.918Z
60.8,650,107.6,9.9,29.2,39.5,851.3,324555,2022-07-15T18:23:07.925Z
55.8,665.3,102.7,9.9,29.2,40,851.3,324615,2022-07-15T18:24:07.947Z
52.4,663.6,105.8,10.4,29.2,40.4,851.2,324675,2022-07-15T18:25:07.953Z
57.9,652.1,108.7,10.1,29.1,39.5,851.2,324735,2022-07-15T18:26:07.959Z
57.9,640.9,105.1,9.3,29,39.6,851.2,324795,2022-07-15T18:27:07.971Z
51.6,639.8,104.5,8.7,28.9,40.9,851.2,324855,2022-07-15T18:28:07.990Z
50.3,638.3,109.6,9.4,29,40.5,851.2,324915,2022-07-15T18:29:07.995Z
55.2,625.2,109.5,8.7,29,39.8,851.2,324975,2022-07-15T18:30:08.001Z
55.2,617.8,105.6,7.9,29,39.8,851.1,325035,2022-07-15T18:31:08.011Z
50.8,615.5,105.2,7.3,29,40.3,851.1,325095,2022-07-15T18:32:08.030Z
50.3,610.1,106.7,9.1,29.1,41.3,851.1,325155,2022-07-15T18:33:08.038Z
46.6,604.1,105.7,7.4,29.2,40.3,851.1,325215,2022-07-15T18:34:08.043Z
50.8,591.5,108.8,7.1,29.2,39.3,851.1,325275,2022-07-15T18:35:08.049Z
43.2,578.4,105.2,9.3,28.9,41.3,851,325335,2022-07-15T18:36:08.062Z
43.2,571,111.1,7.1,28.7,40.5,851,325395,2022-07-15T18:37:08.079Z
42.4,563.2,111.9,7.8,28.7,40.9,851,325455,2022-07-15T18:38:08.085Z
41.1,553.4,111.6,9.9,28.8,41.2,851,325515,2022-07-15T18:39:08.093Z
38.2,546,112.8,7.9,28.8,40.8,851,325575,2022-07-15T18:40:08.102Z
36.7,532.9,116.5,7.6,28.6,40.3,851,325635,2022-07-15T18:41:08.120Z
36.7,522.1,120,7.4,28.5,40.4,851,325694,2022-07-15T18:42:08.127Z
34.6,510.5,120,8.1,28.4,40.3,851,325754,2022-07-15T18:43:08.133Z
32.5,501.2,123.3,7.9,28.4,40.6,851,325814,2022-07-15T18:44:08.140Z
33.2,493.9,128,7.4,28.3,40.6,851,325874,2022-07-15T18:45:08.147Z
34.6,488.9,129.1,6.9,28.3,40.7,851,325934,2022-07-15T18:46:08.169Z
32.5,484,127.4,9.9,28.3,41.4,850.9,325994,2022-07-15T18:47:08.175Z
34,485.8,131,9.4,28.3,41.1,850.9,326054,2022-07-15T18:48:08.181Z
34.6,481.6,131.3,8.9,28.3,41,850.9,326114,2022-07-15T18:49:08.194Z
34.6,485.8,130.8,7.1,28.3,40.9,850.9,326174,2022-07-15T18:50:08.212Z
35.3,496.2,131.9,9.4,28.3,41.7,850.9,326234,2022-07-15T18:51:08.217Z
36.1,502.1,133.3,9.3,28.3,41.3,850.8,326294,2022-07-15T18:52:08.224Z
38.2,509.8,134.9,9.1,28.3,41.3,850.8,326354,2022-07-15T18:53:08.234Z
41.1,521.8,134.9,8.8,28.3,41.7,850.8,326414,2022-07-15T18:54:08.253Z
42.4,536.1,134.3,9.4,28.3,41.7,850.8,326474,2022-07-15T18:55:08.259Z
44.5,571.5,128.1,10.6,28.3,42.6,850.8,326534,2022-07-15T18:56:08.265Z
47.4,604.9,120,8.9,28.2,40.5,850.8,326594,2022-07-15T18:57:08.271Z
43.7,613.2,108.4,12.3,27.9,41.2,850.8,326654,2022-07-15T18:58:08.284Z
43.7,613.3,106.3,11.4,27.7,40.4,850.7,326714,2022-07-15T18:59:08.286Z
43.7,609.6,101.4,11.4,27.6,40.7,850.7,326774,2022-07-15T19:00:08.291Z
42.4,604.2,96.9,14.6,27.6,41.3,850.7,326834,2022-07-15T19:01:08.298Z
39.5,592.6,94.9,13.4,27.5,40.9,850.7,326894,2022-07-15T19:02:08.298Z
38.2,577,94.1,15.3,27.5,41.3,850.6,326954,2022-07-15T19:03:08.312Z
35.3,556,93.4,15.7,27.5,41.1,850.6,327014,2022-07-15T19:04:08.318Z
34.6,544.1,93.8,14.2,27.5,40.9,850.6,327074,2022-07-15T19:05:08.324Z
37.4,535.5,93.7,13.4,27.5,40.8,850.6,327134,2022-07-15T19:06:08.330Z
41.1,536.2,92.7,13.6,27.5,40.7,850.6,327194,2022-07-15T19:07:08.342Z
43.7,546.3,91,16.2,27.6,42.4,850.6,327254,2022-07-15T19:08:08.360Z
53.7,546.9,90.2,14.6,27.8,39.1,850.6,327314,2022-07-15T19:09:08.365Z
57.3,555.8,83.6,14.7,28,39.1,850.6,327374,2022-07-15T19:10:08.373Z
58.7,552.6,77.4,14.6,28.2,38.4,850.6,327434,2022-07-15T19:11:08.382Z
60.8,556.8,75.2,14.6,28.4,39.3,850.6,327494,2022-07-15T19:12:08.401Z
61.5,549.5,69.8,14.6,28.5,38.1,850.6,327553,2022-07-15T19:13:08.407Z
64.4,558.1,69.8,14.4,28.5,38.1,850.6,327613,2022-07-15T19:14:08.414Z
65.7,574.9,65,15.1,28.5,39.3,850.6,327673,2022-07-15T19:15:08.420Z
67.1,565.6,62.8,12.3,28.5,37.8,850.6,327733,2022-07-15T19:16:08.433Z
67.8,569.4,59.8,14.7,28.5,38.5,850.5,327793,2022-07-15T19:17:08.451Z
71.5,595.5,59.8,13.8,28.5,38.6,850.5,327853,2022-07-15T19:18:08.456Z
74.5,628,56.2,14.6,28.4,39.3,850.5,327913,2022-07-15T19:19:08.462Z
75.1,652.7,51.3,14.9,28.3,39,850.4,327973,2022-07-15T19:20:08.473Z
74.5,655,47.3,15.1,28.3,39.2,850.4,328033,2022-07-15T19:21:08.491Z
75.9,668.8,47.7,15.1,28.2,39,850.4,328093,2022-07-15T19:22:08.498Z
78.7,693.5,45.9,15.1,28.1,39.4,850.4,328153,2022-07-15T19:23:08.503Z
75.9,729.2,44.7,15.3,28.1,40.5,850.4,328213,2022-07-15T19:24:08.511Z
77.2,774.4,47.3,15.7,28.1,40,850.4,328273,2022-07-15T19:25:08.517Z
85.8,787.5,46.9,15.9,28.1,39.5,850.4,328333,2022-07-15T19:26:08.539Z
87.9,802.7,36.1,15.7,28.1,39.8,850.4,328393,2022-07-15T19:27:08.545Z
88.7,822.8,32.3,16.1,28.1,39.6,850.3,328453,2022-07-15T19:28:08.551Z
87.9,806,31.3,15.1,28.1,39.9,850.3,328513,2022-07-15T19:29:08.564Z
79.5,802.7,29.1,15.1,27.9,40.6,850.3,328573,2022-07-15T19:30:08.583Z
85.8,794.8,39.7,15.3,27.8,39.9,850.3,328633,2022-07-15T19:31:08.588Z
80.9,794.6,33.9,14.6,27.8,40.5,850.3,328693,2022-07-15T19:32:08.594Z
82.2,791.3,40.5,16.1,27.7,41.3,850.3,328753,2022-07-15T19:33:08.603Z
82.2,786.2,38.3,15.7,27.7,41.1,850.3,328813,2022-07-15T19:34:08.623Z
82.2,780.4,37.7,15.7,27.7,41.5,850.3,328873,2022-07-15T19:35:08.630Z
83.7,820.7,38.9,18,27.7,41.6,850.3,328933,2022-07-15T19:36:08.635Z
87.2,865.5,38.3,19.2,27.7,42.3,850.3,328993,2022-07-15T19:37:08.642Z
91.4,887,37.7,18.9,27.6,44.5,850.4,329053,2022-07-15T19:38:08.656Z
92.9,900.6,30.7,20,27.5,46.8,850.3,329113,2022-07-15T19:39:08.672Z
95,898.6,32.3,21.3,27.3,48.4,850.4,329173,2022-07-15T19:40:08.677Z
90,922.8,32.1,23.4,27,51.7,850.4,329233,2022-07-15T19:41:08.685Z
100,944,42.7,21.3,26.9,50.6,850.4,329293,2022-07-15T19:42:08.694Z
90,932.6,28.1,23.2,26.7,52.5,850.4,329353,2022-07-15T19:43:08.713Z
87.9,918.4,39.9,22.5,26.5,52,850.4,329412,2022-07-15T19:44:08.720Z
86.6,898.7,41.7,22.3,26.2,52.8,850.4,329472,2022-07-15T19:45:08.727Z
85.1,889.3,42.9,22.4,26.1,53.9,850.5,329532,2022-07-15T19:46:08.733Z
83.7,878.9,44.9,22.3,25.9,53.3,850.5,329592,2022-07-15T19:47:08.740Z
83.1,874.9,46.1,22.3,25.7,54,850.5,329652,2022-07-15T19:48:08.762Z
83.9,875.4,46.3,21.3,25.6,54.5,850.4,329712,2022-07-15T19:49:08.767Z
81,860,42.7,21.5,25.5,54.1,850.4,329772,2022-07-15T19:50:08.773Z
78.9,857.8,43.5,22.3,25.5,53.4,850.4,329832,2022-07-15T19:51:08.785Z
78.9,876.2,45.7,22.9,25.5,52.4,850.3,329892,2022-07-15T19:52:08.804Z
76.8,865,42.9,23.3,25.4,53.8,850.3,329952,2022-07-15T19:53:08.809Z
76.8,864.2,45.1,23.9,25.4,52.8,850.3,330012,2022-07-15T19:54:08.816Z
76.1,878.1,44.1,25.9,25.4,53.5,850.3,330072,2022-07-15T19:55:08.824Z
76.1,884.7,44.7,25.7,25.4,53.2,850.3,330132,2022-07-15T19:56:08.830Z
78.2,891.1,47.7,27.5,25.3,55.3,850.2,330192,2022-07-15T19:57:08.852Z
76.8,889.4,43.5,27.9,25.2,56.1,850.3,330252,2022-07-15T19:58:08.858Z
72.6,866.4,42.9,27.8,25.1,55.3,850.2,330312,2022-07-15T19:59:08.864Z
72.6,844.1,48.7,27.4,24.8,56.6,850.2,330372,2022-07-15T20:00:08.877Z
71.9,828.5,48.7,26.8,24.8,55.9,850.2,330432,2022-07-15T20:01:08.895Z
70.5,803.3,49.9,26.8,24.7,57,850.2,330492,2022-07-15T20:02:08.900Z
73.4,796.7,53.6,25.7,24.8,57.4,850.2,330552,2022-07-15T20:03:08.906Z
75.7,793.3,46.9,27.8,24.8,59.2,850.2,330612,2022-07-15T20:04:08.917Z
79.9,817.8,51.5,26.2,24.9,57,850.2,330672,2022-07-15T20:05:08.936Z
82,850.6,41.9,29.7,25,61.1,850.2,330732,2022-07-15T20:06:08.941Z
86.2,886.1,40.7,31,25.1,61.2,850.2,330792,2022-07-15T20:07:08.947Z
88.3,914.6,41.5,30,25.2,55.9,850.2,330852,2022-07-15T20:08:08.955Z
91.9,933,36.1,34,25.3,58.1,850.2,330912,2022-07-15T20:09:08.961Z
96.2,989.5,34.3,39.5,25.4,62.4,850.2,330972,2022-07-15T20:10:08.985Z
98.4,1067.5,30.3,40.9,25.5,59.3,850.2,331032,2022-07-15T20:11:08.990Z
101.3,1138.8,28.9,42.4,25.6,59.1,850.2,331092,2022-07-15T20:12:08.997Z
102.1,1124.4,30.3,38.4,25.6,57.3,850.2,331152,2022-07-15T20:13:09.006Z
104.2,1120.7,31.3,36.9,25.7,56.9,850.1,331212,2022-07-15T20:14:09.025Z
105.5,1120.2,23.9,37.6,25.7,58.8,850.1,331272,2022-07-15T20:15:09.032Z
107.1,1123.5,27.3,34.8,25.8,57.1,850.1,331331,2022-07-15T20:16:09.038Z
105.5,1128.5,24.7,34,25.9,55.4,850.1,331391,2022-07-15T20:17:09.046Z
104.9,1132.6,26.1,33.3,25.8,56.6,850.1,331451,2022-07-15T20:18:09.051Z
105.5,1147.2,27.1,32.9,25.8,57.2,850.1,331511,2022-07-15T20:19:09.074Z
105.5,1152.5,26.1,32,25.8,57.4,850.1,331571,2022-07-15T20:20:09.079Z
104.2,1146.7,24.7,31.5,25.9,57.4,850.1,331631,2022-07-15T20:21:09.086Z
103.4,1130.2,26.5,28.5,26,53.8,850.1,331691,2022-07-15T20:22:09.097Z
100.7,1105.7,26.5,29.7,26,56.1,850.1,331751,2022-07-15T20:23:09.115Z
100.7,1079.9,30.3,26.3,26,54,850.1,331811,2022-07-15T20:24:09.122Z
97.9,1045.6,29.9,24.7,26.1,53.4,850.1,331871,2022-07-15T20:25:09.128Z
96.3,1013.4,32.9,23.4,26.2,53.8,850.1,331931,2022-07-15T20:26:09.139Z
95,986,34.1,21.7,26.3,52.1,850.1,331991,2022-07-15T20:27:09.157Z
95,965.6,36.1,20.7,26.4,52.4,850.2,332051,2022-07-15T20:28:09.164Z
92.9,946.4,35.3,20.4,26.6,52.5,850.2,332111,2022-07-15T20:29:09.169Z
90.8,922,37.3,19.8,26.7,51.5,850.1,332171,2022-07-15T20:30:09.176Z
89.8,901.5,39.9,18.9,26.7,51.4,850.1,332231,2022-07-15T20:31:09.188Z
90.6,894.8,42.9,18.3,26.7,51.2,850.1,332291,2022-07-15T20:32:09.206Z
89.8,891.8,40.7,19.3,26.8,53.3,850.1,332351,2022-07-15T20:33:09.211Z
98.3,895.3,42.1,16.4,27,50.3,850.1,332411,2022-07-15T20:34:09.218Z
96.2,883.9,29.3,16.7,27.1,50.3,850.1,332471,2022-07-15T20:35:09.229Z
94.8,861.7,31.1,15.3,27.3,48.3,850.1,332531,2022-07-15T20:36:09.246Z
91.9,828.9,32.1,12.8,27.4,47.3,850.1,332591,2022-07-15T20:37:09.253Z
90.6,798.9,35.1,11.3,27.4,47.6,850.1,332651,2022-07-15T20:38:09.260Z
88.3,768.9,35.5,10.9,27.6,46.9,850.2,332711,2022-07-15T20:39:09.267Z
85.6,738.2,37.1,10.8,27.7,45.9,850.1,332771,2022-07-15T20:40:09.290Z
84.1,708.9,38.3,9.4,27.7,45.5,850.1,332831,2022-07-15T20:41:09.296Z
81.8,684.8,38.7,9.8,27.8,45.5,850.1,332891,2022-07-15T20:42:09.302Z
81,662,45.7,6.8,28,44.9,850.1,332951,2022-07-15T20:43:09.307Z
80.5,649.4,46.7,6.9,28.1,44.5,850.1,333011,2022-07-15T20:44:09.319Z
81.8,652.8,46.9,7.1,28.4,44.1,850.1,333071,2022-07-15T20:45:09.338Z
82.6,697.8,45.1,8.8,28.6,43.7,850.1,333131,2022-07-15T20:46:09.343Z
85.6,746.9,44.7,9.3,28.8,43.6,850.1,333190,2022-07-15T20:47:09.350Z
82.6,740.2,37.7,10.1,29.1,42.6,850.1,333250,2022-07-15T20:48:09.360Z
82.6,718.8,41.3,8.8,29.1,41.9,850.1,333310,2022-07-15T20:49:09.379Z
81,686.7,40.3,7.4,29,42.3,850.1,333370,2022-07-15T20:50:09.385Z
78.9,657.4,40.3,7.3,28.7,43.1,850.1,333430,2022-07-15T20:51:09.391Z
78.9,628.8,41.9,5.9,28.5,43,850.1,333490,2022-07-15T20:52:09.398Z
78.9,617.4,41.9,5.9,28.4,43.5,850.2,333550,2022-07-15T20:53:09.411Z
78.9,603,39.9,5.4,28.5,43.7,850.2,333610,2022-07-15T20:54:09.429Z
79.7,613.3,39.7,6.1,28.8,42.3,850.2,333670,2022-07-15T20:55:09.434Z
81.8,632.4,38.5,6.3,29.1,41.7,850.1,333730,2022-07-15T20:56:09.441Z
79.7,646.5,33.5,7.6,29.3,42.4,850.1,333790,2022-07-15T20:57:09.450Z
79.7,651.4,35.7,7.3,29.3,41.1,850.1,333850,2022-07-15T20:58:09.469Z
81,674.9,34.7,7.9,29.1,41.9,850.1,333910,2022-07-15T20:59:09.476Z
82.6,682.8,31.1,7.3,29,42.8,850.1,333970,2022-07-15T21:00:09.482Z
80.5,667.4,27.9,7.4,28.9,42.8,850.1,334030,2022-07-15T21:01:09.489Z
78.9,636.2,29.7,6.6,28.8,41.8,850,334090,2022-07-15T21:02:09.495Z
78.7,618.8,30.3,6.2,28.6,42.5,850,334150,2022-07-15T21:03:09.517Z
76.6,606.8,28.9,6.7,28.5,43.3,850,334210,2022-07-15T21:04:09.523Z
74.5,592.2,29.7,6.9,28.3,42.4,850,334270,2022-07-15T21:05:09.529Z
73.8,585.3,31.3,7.1,28.1,43,850,334330,2022-07-15T21:06:09.541Z
72.4,583.5,31.3,7.6,28,43.8,850,334390,2022-07-15T21:07:09.559Z
70.9,571.5,31.5,7.8,27.8,43.7,850,334450,2022-07-15T21:08:09.566Z
70.1,560.8,32.5,7.8,27.7,43.4,850,334510,2022-07-15T21:09:09.572Z
68.8,546.3,32.1,7.6,27.7,44.3,850,334570,2022-07-15T21:10:09.580Z
67.5,536.4,32.1,7.8,27.6,43.6,850,334630,2022-07-15T21:11:09.601Z
65.9,521.3,32.3,7.6,27.6,43.4,850,334690,2022-07-15T21:12:09.608Z
64.6,509.2,32.9,7.6,27.5,44.2,850,334750,2022-07-15T21:13:09.613Z
63.8,502.2,35.1,7.6,27.5,44.1,850,334810,2022-07-15T21:14:09.620Z
63.3,508.6,36.5,7.1,27.4,44.5,850,334870,2022-07-15T21:15:09.632Z
63.3,512,37.5,7.1,27.4,44.9,849.9,334930,2022-07-15T21:16:09.649Z
59.6,501.3,32.5,10.1,27.3,45,850,334990,2022-07-15T21:17:09.655Z
58.9,498.5,41.9,8.1,27.3,44.4,849.9,335050,2022-07-15T21:18:09.663Z
59.6,519.6,43.7,8.6,27.4,44.6,850,335109,2022-07-15T21:19:09.671Z
61.7,563.1,43.1,9.1,27.4,44.9,849.9,335169,2022-07-15T21:20:09.691Z
62.5,578.6,40.9,9.4,27.5,44.9,849.9,335229,2022-07-15T21:21:09.697Z
63.3,583.6,39.9,9.2,27.5,44.7,850,335289,2022-07-15T21:22:09.703Z
64.6,599.7,39.5,9.6,27.6,44.4,849.9,335349,2022-07-15T21:23:09.710Z
66.7,628.9,39.3,10.1,27.6,44.9,850,335409,2022-07-15T21:24:09.723Z
68.8,645.9,32.3,12.2,27.6,45.1,849.9,335469,2022-07-15T21:25:09.740Z
70.9,673.7,35.3,10.7,27.6,44.7,850,335529,2022-07-15T21:26:09.745Z
71.7,682.6,33.5,10.6,27.7,44.7,849.9,335589,2022-07-15T21:27:09.753Z
73.8,686.4,32.5,9.6,27.6,44.9,849.9,335649,2022-07-15T21:28:09.762Z
74.5,685.1,30.3,9.4,27.7,44.7,849.9,335709,2022-07-15T21:29:09.766Z
72.4,666.4,28.3,9.6,27.7,44.3,849.9,335769,2022-07-15T21:30:09.772Z
71.7,646.9,30.7,9.4,27.7,43.7,849.9,335829,2022-07-15T21:31:09.777Z
70.1,628.9,30.7,9.6,27.8,44,849.9,335889,2022-07-15T21:32:09.785Z
68.8,614.6,31.5,9.6,27.8,43.8,849.9,335949,2022-07-15T21:33:09.791Z
67.5,601.4,33.3,9.2,27.8,44.1,849.9,336009,2022-07-15T21:34:09.798Z
66.7,592,35.5,9.1,27.7,44.4,850,336069,2022-07-15T21:35:09.804Z
66.7,590,37.5,8.6,27.5,44.9,850,336129,2022-07-15T21:36:09.811Z
68,609.2,38.5,9.2,27.7,44.4,850,336189,2022-07-15T21:37:09.821Z
68,621.6,36.7,9.4,28,44.2,850,336249,2022-07-15T21:38:09.840Z
65.9,617.4,36.3,9.6,28.2,43.2,850,336309,2022-07-15T21:39:09.846Z
65.9,612,39.5,9.4,28.3,42.6,850,336369,2022-07-15T21:40:09.853Z
66.7,622.3,40.3,9.7,28.5,42.6,850,336429,2022-07-15T21:41:09.859Z
66.7,627.6,40.3,9.6,28.7,42.8,850,336489,2022-07-15T21:42:09.866Z
68,645.3,41.3,10.1,28.8,43.5,850,336549,2022-07-15T21:43:09.888Z
70.9,680.9,40.5,10.2,28.9,42.9,850,336609,2022-07-15T21:44:09.894Z
72.4,697,37.3,10.9,29.1,42.8,850.1,336669,2022-07-15T21:45:09.900Z
73,715.3,36.3,11.4,29.1,42.4,850.1,336729,2022-07-15T21:46:09.912Z
75.1,730.5,37.1,11.1,29.2,42.5,850.1,336789,2022-07-15T21:47:09.931Z
75.1,755.8,34.3,12.1,29.4,42.2,850,336849,2022-07-15T21:48:09.935Z
76.6,785.3,35.3,12.1,29.3,42,850,336908,2022-07-15T21:49:09.943Z
77.2,795.6,32.9,12.4,29.1,42.9,850,336968,2022-07-15T21:50:09.952Z
78.7,791.2,31.5,11.2,28.9,43,850,337028,2022-07-15T21:51:09.956Z
79.5,804.7,29.7,11.2,28.7,43.6,850,337088,2022-07-15T21:52:09.979Z
78.7,808.8,28.1,11.1,28.7,43.7,850.1,337148,2022-07-15T21:53:09.984Z
77.2,806.7,28.1,11.6,28.7,43.7,850.1,337208,2022-07-15T21:54:09.991Z
75.9,774.3,28.7,10.2,28.6,43.2,850.1,337268,2022-07-15T21:55:10.002Z
77.2,756,30.3,10.7,28.5,43.8,850.1,337328,2022-07-15T21:56:10.020Z
78.7,763.5,27.9,11.2,28.4,44.5,850.1,337388,2022-07-15T21:57:10.026Z
80.9,791.4,21.5,14.1,28.4,45.1,850.1,337448,2022-07-15T21:58:10.032Z
83.7,823.6,17.5,14.6,28.3,45.5,850.2,337508,2022-07-15T21:59:10.042Z
83.7,831.7,13.3,15.1,28.3,45.3,850.2,337568,2022-07-15T22:00:10.061Z
82.2,809.3,10.5,14.4,28.2,45.4,850.2,337628,2022-07-15T22:01:10.068Z
81.6,795.1,10.5,14.4,28.2,45.8,850.2,337688,2022-07-15T22:02:10.074Z
80.1,803.2,10.9,14.6,28.1,45.6,850.2,337748,2022-07-15T22:03:10.082Z
81.6,842.2,12.9,15.7,27.9,46,850.2,337808,2022-07-15T22:04:10.095Z
83,890.4,12.3,16.3,27.8,46.5,850.2,337868,2022-07-15T22:05:10.111Z
84.3,961.2,11.1,17.8,27.7,46.9,850.2,337928,2022-07-15T22:06:10.116Z
85.8,1018.7,10.3,19.2,27.7,46.9,850.2,337988,2022-07-15T22:07:10.123Z
87.9,1081.6,11.1,21.5,27.6,48,850.2,338048,2022-07-15T22:08:10.132Z
90,1143.8,12.9,22.8,27.3,49.8,850.2,338108,2022-07-15T22:09:10.153Z
92.9,1192.2,13.7,22.5,27.1,50.6,850.2,338168,2022-07-15T22:10:10.158Z
88.7,1246.6,13.5,25.5,26.9,51.2,850.2,338228,2022-07-15T22:11:10.164Z
90.8,1303.2,20.3,25.8,26.9,51,850.2,338288,2022-07-15T22:12:10.173Z
